year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
1,Winter,2160,0,291.980055,0,0,0,1496.691895,2966.871826,3699.368896,369.560638,1707.978394,2975.484375,179.173965,274.75354,279.111694,0,0.132928,3.003604,17.999996,17.999998,18,20572.917969,23781.933594,25493.328125,"Travel:441|CollectWater:4|CollectSnow:1|HarvestDryBiomass:245|DryOrganicMatter:24|CollectChitin:5","harvest live biomass:18|harvest dry biomass:288|burn dry organic matter:720|power intake and harvest:500|heat caravan:720|reject heat:720|maintain caravan water circuit:720|maintain living structure:720|maintain electrical systems:720|move:288|movement water loss:288|movement organic maintenance:288|grow Парус:218|grow Солнечный лист:223|grow Резервуар:222|grow Органическое хранилище:345|grow Каркас:219|capture dust:350|generate solar electricity:274|grow Водозабор:4|grow Снегосборник:4|grow Тепловой орган:4|collect snow:1|melt collected snow:9|withdraw surface water:20|grow Сборщик сухой массы:127|grow Биореактор / топка:127|collect chitin:4|spoil wet organic matter:64|grow Ростовая ткань:1|grow Сушильный орган:5|grow Охлаждающий орган:5|atrophy Снегосборник:248|atrophy Сушильный орган:248"
1,Spring,2208,0,600.345755,0,0,0,1544.379517,2925.484863,3704.652344,1597.864136,1716.457886,1847.789307,236.922791,273.129852,279.110413,0,0.454997,5.985216,18,18,18,22518.580078,23909.664063,24890.525391,"Travel:277|CollectWater:2|HarvestDryBiomass:259|DryOrganicMatter:194|CollectChitin:4","harvest dry biomass:171|capture dust:220|burn dry organic matter:736|power intake and harvest:368|heat caravan:519|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|maintain electrical systems:736|grow Сборщик сухой массы:156|grow Органическое хранилище:275|grow Биореактор / топка:156|move:450|movement water loss:450|movement organic maintenance:450|grow Парус:119|grow Солнечный лист:185|grow Резервуар:120|grow Каркас:121|generate solar electricity:391|grow Ростовая ткань:2|collect chitin:2|grow Водозабор:1|grow Снегосборник:1|grow Тепловой орган:1|withdraw surface water:18|grow Сушильный орган:66|grow Охлаждающий орган:66|atrophy Сушильный орган:337|atrophy Тепловой орган:488|harvest live biomass:6|atrophy Снегосборник:402"
1,Summer,2208,0,697.680509,0,0,0,1571.980591,2545.415527,3705.257324,1621.948364,1787.402832,1946.781982,247.78627,271.608459,279.11145,0,0.566896,3.64271,18,18.28261,24.114422,22698.990234,23840.707031,25242.908203,"Travel:257|CollectWater:10|HarvestDryBiomass:251|DryOrganicMatter:214|CollectChitin:4","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|maintain electrical systems:736|atrophy Снегосборник:726|atrophy Сушильный орган:522|atrophy Тепловой орган:726|harvest live biomass:14|power intake and harvest:324|move:471|movement water loss:471|movement organic maintenance:471|harvest dry biomass:170|grow Сборщик сухой массы:137|grow Органическое хранилище:238|grow Биореактор / топка:137|generate solar electricity:434|grow Парус:101|grow Солнечный лист:157|grow Резервуар:104|grow Каркас:103|grow Сушильный орган:56|grow Охлаждающий орган:56|capture dust:158|withdraw surface water:19|grow Водозабор:3|grow Снегосборник:3|grow Тепловой орган:3|collect chitin:3|grow Ростовая ткань:2|heat caravan:34"
1,Autumn,2184,39,252.673066,0,0,105,1593.053711,2621.320068,3774.456055,1649.312866,1814.887329,2037.21228,0,223.053802,279.111908,0,0.220807,4.337217,7.414762,17.658127,18.000004,23126.361328,24278.128906,25511.730469,"Hibernate:13|Travel:116|CollectWater:10|HarvestDryBiomass:86|DryOrganicMatter:503","capture dust:96|burn dry organic matter:256|power intake and harvest:157|reject heat:364|spoil wet organic matter:578|maintain caravan water circuit:715|maintain living structure:715|maintain electrical systems:689|move:202|movement water loss:202|movement organic maintenance:202|atrophy Снегосборник:705|atrophy Сушильный орган:212|atrophy Тепловой орган:192|harvest dry biomass:55|heat caravan:687|grow Сборщик сухой массы:44|grow Органическое хранилище:77|grow Биореактор / топка:44|grow Парус:33|grow Солнечный лист:40|grow Резервуар:34|grow Каркас:33|generate solar electricity:311|withdraw surface water:19|grow Сушильный орган:7|grow Охлаждающий орган:7|harvest live biomass:9|collect chitin:1|enter hibernation:1|hibernate:13|leave hibernation:1|grow Водозабор:1|grow Снегосборник:1|grow Тепловой орган:1"
