day,year,day_of_year,x,y,distance_km,water_l,snow_l,wet_organic_kg,dry_organic_kg,electricity_kwh,heat_kwh,mass_kg,water_deficit_hours,organic_deficit_hours,thermal_deficit_hours,niche_count,mode,hibernation_reason,hibernation_hours,max_ledger_error,actions
147,1,147,9,8,752.040466,3026.63501,0,1604.844604,160.223297,275.282166,0.58313,24137.337891,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
148,1,148,9,8,757.467712,2866.005859,0,1591.844971,101.880592,266.665192,1.991195,23876.199219,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
149,1,149,9,8,765.67804,3555.19458,0,1580.913208,153.50061,254.877502,3.847887,24581.332031,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
150,1,150,4,1,768.596985,3398.230713,0,1570.341919,189.372787,275.39151,0.230298,24425.708984,0,0,0,5,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
151,1,151,9,8,778.156006,3235.519531,0,1560.126953,120.612106,266.598694,2.001848,24160.826172,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
152,1,152,9,8,786.914673,3074.83252,0,1631.641724,177.202911,267.08725,1.894335,24284.943359,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
153,1,153,9,8,794.627197,2911.07959,0,1620.4552,109.217575,266.263702,2.055452,24017.533203,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
154,1,154,9,8,803.122253,2745.819824,0,1609.294434,163.03862,270.409546,1.36278,23876.933594,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
155,1,155,9,8,810.36438,2574.174805,0,1597.543091,105.563278,265.993958,2.098621,23619.208984,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
156,1,156,9,8,818.881042,2407.155273,0,1587.216919,160.726791,278.407837,0.083067,23478.396484,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
157,1,157,9,8,821.734619,2227.69458,0,1658.79248,102.894951,279.110413,0,23484.005859,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
158,1,158,9,8,828.320984,2897.443848,0,1646.677124,149.481049,274.668182,0.681411,24175.404297,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
159,1,159,4,1,832.209717,2722.768311,0,1633.344116,185.519363,274.789764,0.326076,23949.853516,0,0,0,5,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
160,1,160,9,8,843.535034,2555.645264,0,1622.262207,118.375107,256.174805,2.243106,23686.800781,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
161,1,161,4,1,853.859436,2390.139648,0,1611.672607,133.418732,274.955109,0.28944,23506.009766,0,0,0,5,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
162,1,162,9,8,865.211243,2227.580078,0,1601.853638,172.787094,267.785553,1.782646,23350.597656,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
163,1,163,9,8,871.944824,2065.624512,0,1589.262085,116.794983,267.234344,1.900192,23091.689453,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
164,1,164,9,8,880.780029,1900.864014,0,1578.229858,179.985474,274.374115,0.728493,22954.072266,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
165,1,165,9,8,889.339661,1737.684204,0,1650.612427,110.369774,261.081726,2.278903,22952.179688,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
166,1,166,11,4,899.479614,1571.980591,0,1638.687256,169.59053,262.999359,2.548457,22811.65625,0,0,0,5,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Водозабор|grow Снегосборник|grow Резервуар|grow Тепловой орган|atrophy Сушильный орган"
167,1,167,9,8,907.996338,3105.276123,0,1625.327148,114.718231,266.924835,1.94972,24246.675781,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
168,1,168,9,8,917.112183,2937.450195,0,1612.646362,174.797409,271.750031,1.148348,24097.650391,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
169,1,169,9,8,923.407959,2766.8396,0,1597.954224,118.677567,263.580048,2.484899,23827.949219,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
170,1,170,9,8,932.673767,2914.569092,0,1586.688354,178.874283,272.27121,1.064973,24008.748047,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
171,1,171,9,8,940.75885,2741.374023,0,1659.305786,142.979294,256.229218,2.653524,24040.955078,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
172,1,172,13,15,943.723206,2566.77417,0,1648.539917,181.918472,276.107269,0.114596,23877.304688,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
173,1,173,9,8,953.759949,2394.366943,0,1637.690552,132.861816,248.97229,2.643364,23627.583984,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
174,1,174,9,8,962.697632,2221.94165,0,1624.358032,174.279694,273.037903,0.828006,23458.068359,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
175,1,175,9,8,968.508301,2053.529053,0,1611.18689,119.846535,265.147705,2.23409,23196.667969,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
176,1,176,4,1,977.243103,1882.313843,0,1598.645386,159.713028,273.495575,0.29659,23024.458984,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
177,1,177,9,8,983.968262,1720.156494,0,1671.892578,105.801666,263.283386,2.532392,23041.957031,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
178,1,178,11,4,993.222168,2402.761963,0,1660.408447,63.379795,272.89444,0,23644.599609,0,0,0,6,Active,None,0,0.001953,"withdraw surface water|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|atrophy Сушильный орган"
179,1,179,9,8,1002.3255,3088.365234,0,1648.204834,115.171616,265.476471,2.181507,24342.169922,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
180,1,180,8.999999,8,1010.325073,2921.110596,0,1635.554321,177.943756,272.981903,0.951295,24196.451172,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
181,1,181,9,8,1018.247009,2752.884033,0,1623.368408,152.941971,259.697327,2.402356,23963.449219,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
182,1,182,12,1,1021.65564,2587.494141,0,1609.907593,193.926529,274.538544,0.365053,23795.259766,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
183,1,183,9,8,1031.240356,2421.746826,0,1598.526245,146.535553,255.065704,1.897457,23544.886719,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
184,1,184,12,1,1034.482422,2251.546143,0,1670.063354,186.670288,274.504272,0.370429,23642.96875,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
185,1,185,9,8,1040.467407,2062.686768,0,1656.793457,121.091026,279.111023,0,23356.486328,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
186,1,186,9,8,1046.208374,1878.536377,0,1644.177368,160.532364,267.892578,1.765607,23129.263672,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
187,1,187,9,8,1052.327515,1703.097412,0,1631.734863,105.950302,263.56369,2.487578,22868.333984,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
188,1,188,11,1,1061.415771,3231.200439,0,1702.991699,157.814697,266.915802,1.01402,24682.46875,0,0,0,6,Active,None,0,0.001953,"withdraw surface water|harvest live biomass|harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
189,1,189,9,8,1069.664795,3061.584961,0,1688.5625,105.037949,265.569427,2.166671,24413.160156,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
190,1,190,4,1,1078.712036,2892.811523,0,1675.767578,172.67392,266.575653,0.330575,24270.285156,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
191,1,191,9,8,1088.294678,2723.342773,0,1663.537354,120.267723,264.560211,2.328152,24008.447266,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
192,1,192,9,8,1094.371338,2557.329834,0,1652.836182,184.093369,269.634125,1.486984,23871.132813,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
193,1,193,9,8,1102.193115,2385.346191,0,1641.704468,171.523117,267.828583,1.775874,23650.089844,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
194,1,194,9,8,1106.400635,2208.617188,0,1628.108398,117.948608,265.302002,2.209479,23395.376953,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
195,1,195,4,1,1114.841675,2875.125977,0,1615.999512,110.703819,257.632172,0.322486,24015.070313,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
196,1,196,9,8,1122.957275,3539.490723,0,1598.728149,170.889832,256.157898,3.64271,24709.996094,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
197,1,197,9,8,1127.974121,3341.166016,0,1664.436279,118.818726,257.522705,3.263037,24669.255859,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
198,1,198,9,8,1135.265503,3139.36084,0,1644.997437,187.65596,256.324219,3.61611,24478.322266,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
199,1,199,9,8,1142.142822,2929.905273,0,1625.580566,175.291336,267.655975,1.803034,24203.496094,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
200,1,200,9,8,1146.806885,2712.104492,0,1608.566895,120.512856,275.805542,0.528811,23890.365234,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
201,1,201,9,8,1155.662231,2498.47168,0,1677.350952,161.110321,247.78627,2.457869,23946.394531,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
202,1,202,9,8,1159.842041,2290.081787,0,1660.514404,107.088158,263.56839,2.48676,23593.492188,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
203,1,203,12,0,1168.539917,2081.26001,0,1645.275513,196.521088,273.564545,0.51931,23434.294922,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
204,1,204,9,8,1177.753296,1885.552246,0,1629.731445,186.878677,275.888824,0.485797,23178.449219,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
205,1,205,9,8,1185.938477,1701.097778,0,1616.500977,139.575684,251.973541,2.420636,22903.515625,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
206,1,206,12,0,1189.751709,3227.275146,0,1684.057861,202.338333,269.996552,0.547569,24707.908203,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
207,1,207,9,8,1199.972656,3055.954102,0,1672.123291,159.952286,253.169662,2.706992,24455.109375,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
208,1,208,9,8,1206.119995,2886.708496,0,1659.11377,107.645088,257.934174,2.655915,24191.054688,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
209,1,209,12,0,1215.761475,2718.214355,0,1647.038452,196.296143,272.040955,0.533525,24071.683594,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
210,1,210,9,8,1225.571411,2552.506348,0,1637.253174,150.848221,261.836151,2.734251,23828.234375,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
211,1,211,4,0,1232.153809,3241.326904,0,1625.982422,188.610672,264.353119,0.472376,24517.835938,0,0,0,6,Active,None,0,0.001953,"harvest dry biomass|burn dry organic matter|power intake and harvest|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Сборщик сухой массы|grow Органическое хранилище|grow Биореактор / топка|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
212,1,212,9,8,1241.832886,3071.291748,0,1698.737915,137.109833,265.975525,2.101657,24528.490234,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
213,1,213,9,8,1249.969116,2894.359131,0,1686.732422,179.686432,278.925232,0,24366.951172,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
214,1,214,9,8,1254.352783,2721.012451,0,1675.699585,125.718765,262.512695,2.655711,24115.525391,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
215,1,215,9,8,1260.803711,2557.084961,0,1666.664429,167.555008,271.997894,1.108385,23970.802734,0,0,0,6,Active,None,0,0.001953,"burn dry organic matter|reject heat|spoil wet organic matter|maintain caravan water circuit|maintain living structure|maintain electrical systems|move|movement water loss|movement organic maintenance|grow Парус|grow Солнечный лист|grow Резервуар|grow Органическое хранилище|grow Каркас|atrophy Снегосборник|atrophy Сушильный орган|atrophy Тепловой орган"
