year,day,elapsed_hours,temperature_c,precipitation_mm_h,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_compaction,dust_gm2,fire_intensity,burn_scar,climate_temperature_offset_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,heatwave,cold_snap,rain_burst,wind_storm
1,15,360,-10.493401527404785,0.028256477788090706,0.011779420077800751,52.5567626953125,30.049526214599609,14.918642044067383,25.852825164794922,23.508838653564453,0,0.45580649375915527,0,0,-0.73960524797439575,0.94848209619522095,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,30,720,-9.0643806457519531,0.029254330322146416,0.090717852115631104,52.556125640869141,30.050460815429688,20.685771942138672,22.765132904052734,24.419103622436523,0,0.29640308022499084,0,0,-0.76327866315841675,0.94324588775634766,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,45,1080,-6.898597240447998,0.029295960441231728,0.017810501158237457,53.671562194824219,30.050651550292969,25.737522125244141,20.112590789794922,24.830070495605469,0,0.29117825627326965,0,0,-0.83640152215957642,0.9311034083366394,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,60,1440,-3.8601729869842529,0.022262232378125191,5.2759442041860893E-05,58.577175140380859,30.111604690551758,26.555082321166992,18.385862350463867,24.316303253173828,0,0.23558011651039124,0,0,-0.94967031478881836,0.91229456663131714,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,75,1800,-0.0059061385691165924,0.0086096646264195442,0.0015659197233617306,70.565467834472656,33.659194946289062,15.778536796569824,17.92669677734375,22.643659591674805,0,0.21281817555427551,0,0,-1.081578254699707,0.89039069414138794,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,90,2160,5.569969654083252,0.0017548316391184926,0.064317174255847931,71.372810363769531,49.753887176513672,0.37655434012413025,18.688491821289062,20.702272415161133,0,0.1377602219581604,0,0,-1.2106186151504517,0.86896288394927979,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,105,2520,9.83477783203125,1.1245037057960872E-05,0.021224947646260262,70.340873718261719,51.044975280761719,0,22.068050384521484,18.920566558837891,0,0.06785304844379425,0,0,-1.3152846097946167,0.85158252716064453,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,120,2880,14.033115386962891,0,0.020518489181995392,70.251815795898438,50.436290740966797,0,27.114593505859375,17.294069290161133,0,0.047828305512666702,0,0,-1.3740696907043457,0.84182101488113403,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,135,3240,17.708669662475586,0,0.019243106245994568,70.019287109375,49.599445343017578,0,31.99359130859375,15.904755592346191,0,0.046467147767543793,0,0,-1.3387799263000488,0.84693354368209839,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,150,3600,20.596691131591797,0,0.017438283190131187,69.630149841308594,48.734401702880859,0,35.0677490234375,15.277917861938477,0,0.051488958299160004,0,0,-1.1209973096847534,0.87914001941680908,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,165,3960,22.489744186401367,0,0.015831697732210159,69.137062072753906,47.862808227539062,0,36.736568450927734,15.309467315673828,0,0.046730004251003265,0,0,-0.78499734401702881,0.9288288950920105,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,180,4320,23.213233947753906,0,0.015485994517803192,68.590126037597656,46.999763488769531,0,38.048957824707031,15.566788673400879,0,0.022820446640253067,0.00012714097101707011,1.4682938854093663E-05,-0.40959161520004272,0.98434531688690186,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,195,4680,27.335075378417969,0,0.013696847483515739,68.027069091796875,46.162590026855469,0,39.270835876464844,15.906359672546387,0,0.012112622149288654,0,8.5084677266422659E-05,3.8073453903198242,1.0340341329574585,0.99728578329086304,1.1382597684860229,0.97423553466796875,9.4253749847412109,1,0,0,0
1,210,5040,21.291116714477539,0,0.016512611880898476,67.857368469238281,45.422065734863281,0,39.773532867431641,16.528833389282227,0,0.012303278781473637,0,8.2353806647006422E-05,0.99177873134613037,1.0662407875061035,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,225,5400,17.901981353759766,0,0.021146146580576897,67.343269348144531,44.614974975585938,0,44.453468322753906,15.705622673034668,0,0.024046080186963081,0,7.9684483353048563E-05,0.18138110637664795,1.0733007192611694,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,240,5760,14.168144226074219,0,0.025705110281705856,66.853836059570312,43.821743011474609,0,50.904018402099609,14.391237258911133,0,0.033326387405395508,0,7.7026292274240404E-05,0.14251017570495605,1.0829073190689087,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,255,6120,10.003737449645996,4.6011646190891042E-06,0.031062949448823929,66.449630737304688,43.055210113525391,0,56.567775726318359,13.168572425842285,0,0.087683826684951782,0,7.4371899245306849E-05,0.075833678245544434,1.0993858575820923,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,270,6480,4.9163274765014648,1.1242937034694478E-05,0.037049975246191025,66.276962280273438,42.313610076904297,0,60.237522125244141,12.053136825561523,0,0.16725340485572815,0,7.1746151661500335E-05,-0.0016244649887084961,1.1185290813446045,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,285,6840,0.82530480623245239,1.5931717598505202E-06,0.043079230934381485,66.283409118652344,41.604827880859375,2.0684680634985853E-08,61.240402221679688,11.034226417541504,0,0.23165732622146606,0,6.9188412453513592E-05,-0.072840571403503418,1.13612961769104,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,300,7200,-2.8543484210968018,0.011261560022830963,0.054099276661872864,66.583221435546875,40.9329833984375,0.024398338049650192,61.012065887451172,10.351359367370605,0,0.31342044472694397,0,6.6722743213176727E-05,-0.12079089879989624,1.1479800939559937,0.99728578329086304,1.1382597684860229,2.0723745822906494,9.4253749847412109,0,0,1,0
1,315,7560,-5.9529876708984375,0.0043149148114025593,0.056411705911159515,67.945610046386719,40.617046356201172,3.28302001953125,57.871192932128906,12.486971855163574,0,0.45767593383789062,0,6.4367821323685348E-05,-0.13927415013313293,1.1480000019073486,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,330,7920,-8.3238124847412109,0.019930750131607056,0.071088545024394989,68.74298095703125,40.131599426269531,4.1066036224365234,51.928333282470703,17.100957870483398,0,0.60442185401916504,0,6.2156846979632974E-05,-0.23948147892951965,1.1146963834762573,1.059471607208252,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,345,8280,-9.931788444519043,0.029420962557196617,0.14161577820777893,68.717781066894531,39.521762847900391,6.7861895561218262,45.797142028808594,21.479141235351562,0,0.42172461748123169,0,6.0096663219155744E-05,-0.4086838960647583,1.0584626197814941,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,360,8640,-9.7771463394165039,0.037139724940061569,0.1675567626953125,68.666954040527344,38.914962768554688,9.9147634506225586,40.361980438232422,24.812627792358398,0,0.37356743216514587,0,5.8171801356365904E-05,0.26229840517044067,0.85051929950714111,1.0027369260787964,0.97126328945159912,1.0108325481414795,9.8919343948364258,0,0,0,0
1,365,8760,-9.6807126998901367,0.0093819787725806236,0.18877728283405304,68.64794921875,38.724239349365234,11.070075035095215,38.697776794433594,25.714776992797852,0,0.076697401702404022,0,5.7557303080102429E-05,0.39197155833244324,0.81466186046600342,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
