year,season,organ,size_unit,size_min,size_mean,size_max,function_min,function_mean,function_max,mean_usage,active_fraction
1,Winter,Sail,"м²",160,170.080139,182.574341,0.971113,0.992578,1,0.151053,0.304167
1,Winter,SolarLeaf,"м²",134.723541,136.581665,139.788742,0.971113,0.992578,1,0.032918,0.280556
1,Winter,WaterIntake,"л/ч",250.799637,270.427582,280.304901,0.971113,0.992578,1,0.0125,0.0125
1,Winter,SnowCollector,"м²",64.94709,71.656151,75,0.971113,0.992578,1,0,0
1,Winter,WaterReservoir,"л",4800,5038.328125,5248.520996,0.971113,0.992578,1,0.40706,1
1,Winter,LiveBiomassHarvester,"кг сух. в-ва/ч",24.609438,26.880665,28.014889,0.971113,0.992578,1,0.015278,0.015278
1,Winter,DryBiomassCollector,"кг/ч",34,34.829964,36.172077,0.971113,0.992578,1,0.18869,0.298611
1,Winter,Dryer,"кг сух. в-ва/ч",27.711159,30.573399,32,0.971113,0.992578,1,0,0
1,Winter,OrganicStorage,"кг",2600,2847.921631,3137.172852,0.971113,0.992578,1,0.351977,1
1,Winter,Furnace,"кВт",75,76.256302,78.247299,0.971113,0.992578,1,0.375838,1
1,Winter,Battery,"кВт·ч",280,280,280,0.971113,0.992578,1,0.281145,0.451389
1,Winter,ElectricMotor,"кВт",113.159004,124.402267,130,0.971113,0.992578,1,0.001623,0.044444
1,Winter,ThermalOrgan,"кВт",56.863567,62.28236,65.006645,0.971113,0.992578,1,0.023982,1
1,Winter,Radiator,"кВт",80,80.724754,81.999664,0.971113,0.992578,1,0.262302,1
1,Winter,GrowthTissue,"кг структуры/сут",1.8,1.984292,2.319489,0.971113,0.992578,1,0.237059,0.604167
1,Winter,Frame,"кг несущей способности",32000,32075.632813,32143.609375,0.971113,0.992578,1,0.650961,1
1,Spring,Sail,"м²",166.89444,170.013992,172.652603,1,1,1,0.28142,0.38587
1,Spring,SolarLeaf,"м²",134.320374,135.029938,136.317047,1,1,1,0.227435,0.506793
1,Spring,WaterIntake,"л/ч",269.849396,274.249084,278.678711,1,1,1,0.014946,0.014946
1,Spring,SnowCollector,"м²",71.506378,73.005188,74.524757,1,1,1,0,0
1,Spring,WaterReservoir,"л",4998.560059,5048.165527,5089.95166,1,1,1,0.39373,1
1,Spring,LiveBiomassHarvester,"кг сух. в-ва/ч",26.863455,27.35825,27.861734,1,1,1,0.013587,0.013587
