year,season,organ,size_unit,size_min,size_mean,size_max,function_min,function_mean,function_max,mean_usage,active_fraction
1,Winter,Sail,"м²",160,188.531311,235.107986,0.970294,0.991465,1,0.119673,0.280556
1,Winter,SolarLeaf,"м²",134.844803,138.192383,144.421127,0.970294,0.991465,1,0.032441,0.286111
1,Winter,WaterIntake,"л/ч",259.247528,273.394623,280.495178,0.970294,0.991465,1,0.012697,0.013889
1,Winter,SnowCollector,"м²",64.945801,71.655762,75,0.970294,0.991465,1,0,0
1,Winter,WaterReservoir,"л",4800,5350.15332,6116.641602,0.970294,0.991465,1,0.404486,1
1,Winter,LiveBiomassHarvester,"кг сух. в-ва/ч",24.430162,26.81291,28,0.970294,0.991465,1,0,0
1,Winter,DryBiomassCollector,"кг/ч",34,35.454506,37.807262,0.970294,0.991465,1,0.185958,0.305556
1,Winter,Dryer,"кг сух. в-ва/ч",27.713915,30.574184,32,0.970294,0.991465,1,0,0
1,Winter,OrganicStorage,"кг",2600,3113.501709,3870.113281,0.970294,0.991465,1,0.277431,1
1,Winter,Furnace,"кВт",75,76.474258,78.784279,0.970294,0.991465,1,0.365697,1
1,Winter,Battery,"кВт·ч",280,280,280,0.970294,0.991465,1,0.282975,0.454167
1,Winter,ElectricMotor,"кВт",112.845711,124.294044,130,0.970294,0.991465,1,0.001297,0.033333
1,Winter,ThermalOrgan,"кВт",56.875668,62.286953,65.00914,0.970294,0.991465,1,0.023277,1
1,Winter,Radiator,"кВт",79.888443,79.983582,80.071144,0.970294,0.991465,1,0.25489,1
1,Winter,GrowthTissue,"кг структуры/сут",1.8,2.085927,2.600053,0.970294,0.991465,1,0.291595,0.780556
1,Winter,Frame,"кг несущей способности",32000,32163.804688,32388.59375,0.970294,0.991465,1,0.627276,1
1,Spring,Sail,"м²",170.380798,182.100067,194.71405,0.996046,0.996779,0.997138,0.130907,0.254076
1,Spring,SolarLeaf,"м²",134.586914,135.637604,137.71611,0.996046,0.996779,0.997138,0.219831,0.51087
1,Spring,WaterIntake,"л/ч",273.150726,276.159882,279.15387,0.996046,0.996779,0.997138,0.013587,0.013587
1,Spring,SnowCollector,"м²",71.506378,73.005188,74.524757,0.996046,0.996779,0.997138,0,0
1,Spring,WaterReservoir,"л",5088.090332,5286.21582,5486.528809,0.996046,0.996779,0.997138,0.392247,1
1,Spring,LiveBiomassHarvester,"кг сух. в-ва/ч",26.695717,27.255274,27.82258,0.996046,0.996779,0.997138,0,0
1,Spring,DryBiomassCollector,"кг/ч",34.733383,35.476955,36.198406,0.996046,0.996779,0.997138,0.178355,0.182065
1,Spring,Dryer,"кг сух. в-ва/ч",30.509392,31.148886,31.797241,0.996046,0.996779,0.997138,0,0
1,Spring,OrganicStorage,"кг",2861.077637,3062.127686,3264.258301,0.996046,0.996779,0.997138,0.255497,1
1,Spring,Furnace,"кВт",75.74942,76.36908,76.970375,0.996046,0.996779,0.997138,0.333337,1
1,Spring,Battery,"кВт·ч",280,280,280,0.996046,0.996779,0.997138,0.483917,0.574728
1,Spring,ElectricMotor,"кВт",124.011421,126.577431,129.182419,0.996046,0.996779,0.997138,0.001628,0.03125
1,Spring,ThermalOrgan,"кВт",62.279018,63.492073,64.656555,0.996046,0.996779,0.997138,0.005766,0.279891
1,Spring,Radiator,"кВт",80.071144,80.071144,80.071144,0.996046,0.996779,0.997138,0.266428,1
1,Spring,GrowthTissue,"кг структуры/сут",1.934477,2.060439,2.135883,0.996046,0.996779,0.997138,0.334667,1
1,Spring,Frame,"кг несущей способности",32089.701172,32146.865234,32204.191406,0.996046,0.996779,0.997138,0.599214,1
1,Summer,Sail,"м²",194.71405,208.454117,222.760925,0.994209,0.995227,0.996044,0.145353,0.275815
1,Summer,SolarLeaf,"м²",137.71611,140.188797,142.763687,0.994209,0.995227,0.996044,0.326129,0.561141
1,Summer,WaterIntake,"л/ч",269.672974,271.497131,273.557953,0.994209,0.995227,0.996044,0.015615,0.016304
1,Summer,SnowCollector,"м²",68.606361,70.044395,71.502357,0.994209,0.995227,0.996044,0,0
1,Summer,WaterReservoir,"л",5486.528809,5705.695313,5927.745605,0.994209,0.995227,0.996044,0.385511,1
1,Summer,LiveBiomassHarvester,"кг сух. в-ва/ч",25.613045,26.149912,26.694216,0.994209,0.995227,0.996044,0,0
1,Summer,DryBiomassCollector,"кг/ч",36.204391,36.897026,37.621292,0.994209,0.995227,0.996044,0.157022,0.163043
1,Summer,Dryer,"кг сух. в-ва/ч",29.272058,29.885616,30.507675,0.994209,0.995227,0.996044,0,0
1,Summer,OrganicStorage,"кг",3264.978516,3468.574707,3680.932617,0.994209,0.995227,0.996044,0.257025,1
1,Summer,Furnace,"кВт",76.975365,77.552406,78.155838,0.994209,0.995227,0.996044,0.297191,1
1,Summer,Battery,"кВт·ч",280,280,280,0.994209,0.995227,0.996044,0.562705,0.664402
1,Summer,ElectricMotor,"кВт",119.065819,121.516182,124.004532,0.994209,0.995227,0.996044,0.002285,0.05163
1,Summer,ThermalOrgan,"кВт",59.773296,61.020443,62.275597,0.994209,0.995227,0.996044,0.000036,0
1,Summer,Radiator,"кВт",80.071144,80.071144,80.071144,0.994209,0.995227,0.996044,0.260053,1
1,Summer,GrowthTissue,"кг структуры/сут",2.135883,2.241068,2.4884,0.994209,0.995227,0.996044,0.325763,1
1,Summer,Frame,"кг несущей способности",32204.191406,32264.859375,32332.453125,0.994209,0.995227,0.996044,0.60358,1
1,Autumn,Sail,"м²",222.827423,229.392502,231.645309,0.957722,0.988434,0.997842,0.158558,0.255495
1,Autumn,SolarLeaf,"м²",142.775665,144.209793,144.481705,0.957722,0.988434,0.997842,0.114337,0.398352
1,Autumn,WaterIntake,"л/ч",262.158722,266.502686,270.214752,0.957722,0.988434,0.997842,0.01511,0.01511
1,Autumn,SnowCollector,"м²",65.856346,67.219002,68.602501,0.957722,0.988434,0.997842,0.00022,0.009615
1,Autumn,WaterReservoir,"л",5928.618652,6033.492188,6067.983398,0.957722,0.988434,0.997842,0.38007,0.98489
1,Autumn,LiveBiomassHarvester,"кг сух. в-ва/ч",24.756464,25.183657,25.611605,0.957722,0.988434,0.997842,0.021884,0.024725
1,Autumn,DryBiomassCollector,"кг/ч",37.564098,37.788391,37.98114,0.957722,0.988434,0.997842,0.069303,0.07967
1,Autumn,Dryer,"кг сух. в-ва/ч",28.100868,28.680382,29.270412,0.957722,0.988434,0.997842,0.000732,0.001374
1,Autumn,OrganicStorage,"кг",3681.514648,3778.605469,3818.708496,0.957722,0.988434,0.997842,0.265335,0.98489
1,Autumn,Furnace,"кВт",78.155838,78.381966,78.456421,0.957722,0.988434,0.997842,0.153379,0.468407
1,Autumn,Battery,"кВт·ч",280,280,280,0.957722,0.988434,0.997842,0.283589,0.763736
1,Autumn,ElectricMotor,"кВт",114.401237,116.716759,119.05925,0.957722,0.988434,0.997842,0.002916,0.085165
1,Autumn,ThermalOrgan,"кВт",57.524292,58.608646,59.769939,0.957722,0.988434,0.997842,0.013436,0.608516
1,Autumn,Radiator,"кВт",79.888443,80.111313,80.237144,0.957722,0.988434,0.997842,0.122805,0.532967
1,Autumn,GrowthTissue,"кг структуры/сут",2.4884,2.519658,2.533515,0.957722,0.988434,0.997842,0.10539,0.31456
1,Autumn,Frame,"кг несущей способности",32332.730469,32361.195313,32370.949219,0.957722,0.988434,0.997842,0.654236,0.98489
2,Winter,Sail,"м²",235.107986,264.625732,318.398285,0.984032,0.99196,0.996034,0.135376,0.272222
2,Winter,SolarLeaf,"м²",141.563919,151.675354,169.369019,0.984032,0.99196,0.996034,0.033094,0.284722
2,Winter,WaterIntake,"л/ч",248.893265,254.618317,259.234772,0.984032,0.99196,0.996034,0.016667,0.016667
2,Winter,SnowCollector,"м²",55.109127,61.129101,64.942154,0.984032,0.99196,0.996034,0,0
2,Winter,WaterReservoir,"л",6116.641602,6594.101074,7454.130859,0.984032,0.99196,0.996034,0.376354,1
2,Winter,LiveBiomassHarvester,"кг сух. в-ва/ч",20.884686,23.046034,24.428827,0.984032,0.99196,0.996034,0,0
2,Winter,DryBiomassCollector,"кг/ч",37.807262,39.681957,42.886425,0.984032,0.99196,0.996034,0.159385,0.234722
2,Winter,Dryer,"кг сух. в-ва/ч",23.517326,26.085897,27.712362,0.984032,0.99196,0.996034,0,0
2,Winter,OrganicStorage,"кг",3870.113281,4332.464355,5158.054199,0.984032,0.99196,0.996034,0.294753,1
2,Winter,Furnace,"кВт",78.784279,80.663696,83.769447,0.984032,0.99196,0.996034,0.315951,1
2,Winter,Battery,"кВт·ч",280,280,280,0.984032,0.99196,0.996034,0.28472,0.566667
2,Winter,ElectricMotor,"кВт",96.353806,106.43158,112.83947,0.984032,0.99196,0.996034,0.00269,0.075
2,Winter,ThermalOrgan,"кВт",49.134441,53.917183,56.873138,0.984032,0.99196,0.996034,0.030317,1
2,Winter,Radiator,"кВт",79.888443,82.769356,88.11335,0.984032,0.99196,0.996034,0.219014,1
2,Winter,GrowthTissue,"кг структуры/сут",2.598472,3.029129,3.752352,0.984032,0.99196,0.996034,0.132869,0.355556
2,Winter,Frame,"кг несущей способности",32388.59375,32526.388672,32774.039063,0.984032,0.99196,0.996034,0.702196,1
2,Spring,Sail,"м²",240.978928,245.867722,252.482224,0.995101,0.997346,0.998492,0.251114,0.357337
2,Spring,SolarLeaf,"м²",141.150223,142.831284,147.396118,0.995101,0.997346,0.998492,0.227564,0.509511
2,Spring,WaterIntake,"л/ч",247.545563,250.130676,254.176025,0.995101,0.997346,0.998492,0.016304,0.016304
2,Spring,SnowCollector,"м²",60.680222,61.95208,63.241508,0.995101,0.997346,0.998492,0,0
2,Spring,WaterReservoir,"л",6207.466309,6275.967285,6385.532715,0.995101,0.997346,0.998492,0.375417,1
2,Spring,LiveBiomassHarvester,"кг сух. в-ва/ч",22.833933,23.312077,23.79641,0.995101,0.997346,0.998492,0,0
2,Spring,DryBiomassCollector,"кг/ч",38.348949,38.8186,39.437458,0.995101,0.997346,0.998492,0.165616,0.168478
2,Spring,Dryer,"кг сух. в-ва/ч",25.894735,26.437424,26.98752,0.995101,0.997346,0.998492,0,0
2,Spring,OrganicStorage,"кг",3969.248047,4056.122803,4184.171387,0.995101,0.997346,0.998492,0.269551,1
2,Spring,Furnace,"кВт",79.486473,80.033264,80.602959,0.995101,0.997346,0.998492,0.322649,1
2,Spring,Battery,"кВт·ч",280,280,280,0.995101,0.997346,0.998492,0.486332,0.671196
2,Spring,ElectricMotor,"кВт",105.651848,107.770927,109.938873,0.995101,0.997346,0.998492,0.005313,0.165761
2,Spring,ThermalOrgan,"кВт",53.713234,54.744045,55.716297,0.995101,0.997346,0.998492,0.006498,0.3125
2,Spring,Radiator,"кВт",80.180901,80.936142,82.625084,0.995101,0.997346,0.998492,0.276244,1
2,Spring,GrowthTissue,"кг структуры/сут",2.66854,2.775578,3.054704,0.995101,0.997346,0.998492,0.24929,0.592391
2,Spring,Frame,"кг несущей способности",32416.580078,32440.400391,32476.957031,0.995101,0.997346,0.998492,0.674727,1
2,Summer,Sail,"м²",252.564041,263.084015,275.894897,0.989202,0.992434,0.996358,0.301121,0.422554
2,Summer,SolarLeaf,"м²",147.410843,155.032486,162.654282,0.989202,0.992434,0.996358,0.324844,0.552989
2,Summer,WaterIntake,"л/ч",247.897629,250.343674,252.871048,0.989202,0.992434,0.996358,0.019022,0.019022
2,Summer,SnowCollector,"м²",58.219288,59.439598,60.676807,0.989202,0.992434,0.996358,0,0
2,Summer,WaterReservoir,"л",6386.606445,6587.456055,6813.855957,0.989202,0.992434,0.996358,0.374038,1
2,Summer,LiveBiomassHarvester,"кг сух. в-ва/ч",21.907963,22.367149,22.832649,0.989202,0.992434,0.996358,0,0
2,Summer,DryBiomassCollector,"кг/ч",39.437458,40.313267,41.166241,0.989202,0.992434,0.996358,0.153248,0.163043
2,Summer,Dryer,"кг сух. в-ва/ч",24.844564,25.365316,25.893278,0.989202,0.992434,0.996358,0,0
2,Summer,OrganicStorage,"кг",4184.887207,4382.356445,4597.125488,0.989202,0.992434,0.996358,0.258837,1
2,Summer,Furnace,"кВт",80.602959,81.332802,82.043625,0.989202,0.992434,0.996358,0.29736,1
2,Summer,Battery,"кВт·ч",280,280,280,0.989202,0.992434,0.996358,0.547617,0.728261
2,Summer,ElectricMotor,"кВт",101.588425,103.597031,105.646172,0.989202,0.992434,0.996358,0.006637,0.188859
2,Summer,ThermalOrgan,"кВт",51.557129,52.631466,53.710293,0.989202,0.992434,0.996358,0.000026,0
