year,day,elapsed_hours,temperature_c,precipitation_mm_h,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_compaction,dust_gm2,fire_intensity,burn_scar,climate_temperature_offset_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,heatwave,cold_snap,rain_burst,wind_storm
1,15,360,-10.478887557983398,0.044012695550918579,0.011116799898445606,52.520866394042969,29.931755065917969,20.75306510925293,24.294334411621094,22.630672454833984,0.00022270083718467504,0.19563716650009155,0,0,-0.73960524797439575,0.94848209619522095,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,30,720,-9.0695247650146484,0.050056051462888718,0.092811830341815948,52.519935607910156,29.932956695556641,33.686656951904297,21.064216613769531,22.963232040405273,0.0003981755580753088,0.10210341960191727,0,0,-0.76327866315841675,0.94324588775634766,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,45,1080,-6.9399852752685547,0.051677528768777847,0.014321365393698215,53.432174682617188,29.933015823364258,46.568614959716797,18.531528472900391,23.036113739013672,0.00058179511688649654,0.10583369433879852,0,0,-0.83640152215957642,0.9311034083366394,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,60,1440,-4.0683841705322266,0.044168826192617416,0.00021326127171050757,57.542766571044922,29.998559951782227,55.001434326171875,16.843645095825195,22.425632476806641,0.00085838738596066833,0.083378508687019348,0,0,-0.94967031478881836,0.91229456663131714,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,75,1800,-0.42534980177879333,0.020158763974905014,0.0043181483633816242,74.292190551757812,35.480628967285156,42.576984405517578,16.190683364868164,20.849067687988281,0.0013126390986144543,0.043321214616298676,0,0,-1.081578254699707,0.89039069414138794,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,90,2160,5.6135907173156738,0.0041134711354970932,0.14769375324249268,80.328910827636719,68.298568725585938,4.4730501174926758,16.779958724975586,18.926048278808594,0.0019277398241683841,0.039170417934656143,0,0,-1.2106186151504517,0.86896288394927979,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,105,2520,9.9363489151000977,1.8087270291289315E-05,0.054196536540985107,77.565277099609375,72.786552429199219,0,19.962982177734375,17.219045639038086,0.0025387420319020748,0.017588017508387566,0,0,-1.3152846097946167,0.85158252716064453,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,120,2880,14.162890434265137,0,0.054253794252872467,77.557167053222656,71.204177856445312,0,24.557035446166992,15.699345588684082,0.0031507641542702913,0.014760610647499561,0,0,-1.3740696907043457,0.84182101488113403,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,135,3240,17.788492202758789,0,0.050064325332641602,77.497367858886719,69.150344848632812,0,29.078311920166016,14.407139778137207,0.0037369176279753447,0.019064551219344139,0,0,-1.3387799263000488,0.84693354368209839,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,150,3600,20.647220611572266,0,0.04321429505944252,77.280784606933594,66.980117797851562,0,32.152610778808594,13.755702018737793,0.0043360800482332706,0.014748590067028999,0,0,-1.1209973096847534,0.87914001941680908,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,165,3960,22.595104217529297,0,0.035000793635845184,76.937599182128906,64.87115478515625,0,33.923675537109375,13.715399742126465,0.0049527375958859921,0.012571560218930244,0,0,-0.78499734401702881,0.9288288950920105,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,180,4320,23.320266723632812,0,0.031663581728935242,76.4910888671875,62.885871887207031,0,35.316352844238281,13.92026424407959,0.005562241654843092,0.0046361107379198074,0,0,-0.40959161520004272,0.98434531688690186,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,195,4680,27.440485000610352,0,0.025945559144020081,75.990020751953125,61.017448425292969,0,36.579254150390625,14.221615791320801,0.0061635714955627918,0.0025314013473689556,0,0,3.8073453903198242,1.0340341329574585,0.99728578329086304,1.1382597684860229,0.97423553466796875,9.4253749847412109,1,0,0,0
1,210,5040,21.406923294067383,0,0.032152276486158371,76.073455810546875,59.526908874511719,0,37.104278564453125,14.802962303161621,0.0067474427632987499,0.0029627385083585978,0,0,0.99177873134613037,1.0662407875061035,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,225,5400,18.024580001831055,0,0.037845429033041,75.528266906738281,57.897994995117188,0,41.616680145263672,14.02666187286377,0.0073233428411185741,0.015581916086375713,0,0,0.18138110637664795,1.0733007192611694,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,240,5760,14.30357837677002,0,0.044146198779344559,75.001945495605469,56.352527618408203,0,47.606475830078125,12.841718673706055,0.0078911194577813148,0.015558746643364429,0,0,0.14251017570495605,1.0829073190689087,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,255,6120,10.145328521728516,0,0.046362552791833878,74.526107788085938,54.916210174560547,0,52.907619476318359,11.74082088470459,0.00845322385430336,0.013694205321371555,0,0,0.075833678245544434,1.0993858575820923,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
