year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_depth_m,dust_gm2,non_finite
1,341.54398632049561,1046.3431262077315,825.71502985122083,-3.8360324271574732E-07,-8.7768917083740234,4.0084805488586426,167.80244445800781,65.289970397949219,99.77069091796875,127.96286010742188,95.370834350585938,1.5402858257293701,3.2299358281306922E-05,0
