year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_depth_m,dust_gm2,non_finite
1,190.45541605353355,528.71298991881611,459.39885562322445,2.3735884977707438E-06,19.846260465681553,7.9400243894461225E-08,-9.7995357513427734,0.64892029762268066,73.082962036132812,61.551361083984375,50.662384033203125,123.62723541259766,102.35628509521484,4.388519287109375,2.2252902984619141,13.232450485229492,1.5244530439376831,0.0035323097836226225,0
2,191.89275918900967,519.25961637712282,517.82443777814694,3.1707983219358269E-06,19.846256360411644,-1.2745334658236211E-07,-9.79412841796875,0.14435778558254242,73.748985290527344,62.642002105712891,50.812835693359375,115.34669494628906,87.962615966796875,2.8044693470001221,2.0762405395507812,14.965546607971191,1.524443507194519,0.0053761694580316544,0
3,193.30995324254036,519.84815036547684,518.43311832880499,3.4749399624553042E-06,19.846257396042347,-7.5270680382219743E-08,-9.7820882797241211,0.14389866590499878,74.778839111328125,62.650222778320312,51.235782623291016,98.478157043457031,75.297225952148438,1.7947760820388794,1.7726066112518311,16.278875350952148,1.5244357585906982,0.0089320261031389236,0
4,196.42021521180868,520.11027359977811,517.00194244851491,3.5308304446473594E-06,19.846255470067263,-1.7231542291989458E-07,-9.7503032684326172,0.14869154989719391,77.155349731445312,63.148796081542969,51.435657501220703,81.488441467285156,62.312511444091797,1.2621670961380005,1.4667917490005493,17.11729621887207,1.5244302749633789,0.0021386316511780024,0
5,199.66596458852291,520.20897646656613,516.96472286458311,3.4058909030062274E-06,19.846253294497728,-2.8193656342666846E-07,-9.7229318618774414,0.15068832039833069,79.535118103027344,63.888992309570312,51.556846618652344,69.007575988769531,52.185455322265625,1.0302556753158569,1.2421362400054932,17.573862075805664,1.5244264602661133,0.008823503740131855,0
6,202.57870654761791,520.74669903764016,517.8350087130998,3.1837475135324309E-06,19.846252046525478,-3.4481855327216379E-07,-9.7024068832397461,0.15125676989555359,81.221046447753906,64.666007995605469,52.028846740722656,61.894229888916016,46.043281555175781,0.93845492601394653,1.1140960454940796,17.793701171875,1.5244238376617432,0.0068572531454265118,0
7,204.57443612068892,520.28567009592598,518.29078172032541,2.9675158825261707E-06,19.846255738288164,-1.5880048778892245E-07,-9.6877346038818359,0.15420936048030853,82.379798889160156,65.341056823730469,52.156517028808594,58.639080047607422,42.955730438232422,0.90056151151657104,1.0555033683776855,17.890190124511719,1.5244218111038208,0.0024709936697036028,0
8,206.15447618812323,520.72884366262315,519.14941139661278,2.7490444908241708E-06,19.846254322677851,-2.3012931209127535E-07,-9.6819267272949219,0.15222246944904327,83.056755065917969,65.833480834960938,52.580596923828125,57.308937072753906,41.625556945800781,0.88212937116622925,1.0315607786178589,17.932563781738281,1.5244201421737671,0.0098591605201363564,0
9,207.54230929911137,520.45543184407688,519.06809217028831,2.5542365013830209E-06,19.846253544092178,-2.6936016545756941E-07,-9.6735401153564453,0.15421651303768158,83.647224426269531,66.258621215820312,52.964889526367188,56.887729644775391,41.109642028808594,0.87044107913970947,1.0239790678024292,17.951833724975586,1.5244187116622925,0.0046814675442874432,0
10,208.43390604108572,520.46124668159973,519.57003016824365,2.3762244915132878E-06,19.846255969256163,-1.4716262698169647E-07,-9.6708536148071289,0.15466918051242828,83.933128356933594,66.528282165527344,53.258541107177734,56.786918640136719,40.961166381835938,0.86170434951782227,1.0221645832061768,17.962387084960938,1.524417519569397,0.0033965720795094967,0
