file	phase	waypoint	world_x_m	world_z_m	hour	macro_hour	surface_temp_c	air_temp_c	wind_x_ms	wind_z_ms	humidity_mm	precipitation_mm_h	surface_water_mm	root_water_mm	snow_mm	live_biomass_g_m2	dry_biomass_g_m2	crust_fraction	dust_g_m2	burn_fraction	Elevation	Slope	Aspect	FaultInfluence	RockHardness	DepressionStorage	Drainage	Catchments	SoilDepth	SandFraction	SiltFraction	ClayFraction	Porosity	Permeability	MineralContent	SoilCompaction	SolarRadiation	SurfaceTemperature	SoilTemperature	AirTemperature	Pressure	Wind	Humidity	CloudWater	Precipitation	SurfaceWater	RootWater	Groundwater	Snow	FrozenSoil	LiveBiomass	DryBiomass	LitterBiomass	SeedBank	SoilOrganicMatter	AvailableNitrogen	PlantNitrogen	OrganicNitrogen	FireIntensity	BurnScar	LooseSediment	SurfaceCrust	Dust
waypoint-01-night.png	night	1	32	-64	0.006426	1	-5.323475	-6.117506	5.222782	0.126927	6.909084	0.001036	0	44.571495	5.927354	26.716261	24.164194	0.495856	0	0	437.056976	0.025394	2.058607	0	0.40508	0	0	122	1.565737	0.321519	0.40445	0.27403	0.375767	9.304843	0.402127	0	0	-6.841813	0.724705	-6.564953	956.843323	4.382782	5.026019	1.575395	0.141955	0	44.571495	25.323042	6.067247	0.020085	26.716261	24.164194	53.407108	0.365924	1447.77002	0.627033	0.480893	18.801256	0	0	5.174603	0.495856	0
waypoint-02-night.png	night	2	510.557617	-277.067596	0.006426	1	-6.020785	-6.512393	4.636831	-0.483275	6.64597	0.000662	0	44.466793	6.006602	26.792902	24.269476	0.495434	0	0	445.715637	0.011566	-2.633605	0	0.411619	0	0	122	1.582623	0.32746	0.399061	0.273479	0.375635	9.455848	0.401057	0	0	-6.90546	0.694571	-6.630524	955.540833	4.34867	4.997293	1.58364	0.114496	0	44.466793	25.267847	6.120644	0.02378	26.792902	24.269476	53.580475	0.366944	1452.206299	0.629277	0.482272	18.842249	0	0	5.141906	0.495434	0
waypoint-03-night.png	night	3	1024.782227	-506.015137	0.006426	1	-5.11313	-6.071724	5.509295	-0.082777	6.927767	0.001207	0	45.184269	6.185082	27.184689	24.142706	0.492575	0	0	453.286652	0.028844	0.11389	0	0.424838	0	0	122	1.606006	0.344688	0.38573	0.269583	0.3747	9.90407	0.397956	0	0	-6.870105	0.669845	-6.627521	954.533508	4.421868	5.027574	1.582318	0.152077	0	45.184269	25.67687	6.334739	0.026998	27.184689	24.142706	53.729511	0.367821	1456.019775	0.631205	0.489324	18.871624	0	0	5.075811	0.492575	0
waypoint-04-night.png	night	4	1535.737427	-733.507263	0.006426	1	-5.494342	-6.279933	5.211427	-0.30404	7.018636	0.001048	0	46.658981	6.504371	27.945024	24.000196	0.497149	0	0	467.799042	0.01808	1.399235	0	0.44904	0	0	122	1.655995	0.371605	0.3508	0.277595	0.376623	10.540947	0.393111	0	0	-6.820086	0.622132	-6.62297	952.989563	4.476908	5.111627	1.681746	0.154427	0	46.658981	26.324461	6.656799	0.033169	27.945024	24.000196	54.133495	0.370197	1466.357178	0.636433	0.50301	18.956675	0	0	4.9548	0.497149	0
waypoint-05-night.png	night	5	2047.500244	-961.358643	0.006426	1	-5.706904	-6.386211	4.950413	-0.677087	7.069489	0.000978	0	47.912952	6.704125	28.434628	23.678738	0.495218	0	0	471.372162	0.014238	-1.133236	0	0.452865	0	0	122	1.664102	0.381735	0.343013	0.275252	0.37606	10.804746	0.391288	0	0	-6.706429	0.612193	-6.556236	952.936584	4.339911	5.200113	1.764004	0.164374	0	47.912952	26.957239	6.868063	0.034673	28.434628	23.678738	54.138977	0.370229	1466.497314	0.636504	0.511823	18.949203	0	0	4.935677	0.495218	0
waypoint-06-night.png	night	6	2560.078125	-1189.57312	0.006426	1	-4.956522	-5.9324	5.622596	-0.555065	7.503597	0.001481	0	49.243862	6.798631	28.430038	22.916693	0.49087	0	0	463.098816	0.025345	-0.537761	0	0.430723	0	0	168.64624	1.618131	0.405659	0.325785	0.268556	0.374453	11.432976	0.386981	0	0	-6.503234	0.643527	-6.40335	954.471863	4.17082	5.306662	1.81453	0.206992	0	49.243862	27.691418	7.005414	0.03112	28.430038	22.916693	53.29071	0.365239	1444.791626	0.625527	0.511741	18.741961	0	0	5.046384	0.49087	0
waypoint-07-night.png	night	7	3071.290955	-1417.17981	0.006426	1	-5.160192	-5.992575	5.286549	-0.535368	7.627145	0.001583	0	51.393009	6.991702	28.891129	22.142948	0.491476	0	0	456.218018	0.024873	0.744307	0	0.413249	0	0	170.187653	1.583592	0.412094	0.317827	0.270079	0.374819	11.586994	0.385823	0	0	-6.237657	0.671309	-6.189216	956.087524	4.336315	5.47847	2.018256	0.2664	0	51.393009	28.752371	7.257112	0.028151	28.891129	22.142948	52.773666	0.362198	1431.561523	0.618836	0.52004	18.607286	0	0	5.133754	0.491476	0
waypoint-08-night.png	night	8	3583.887085	-1645.402405	0.006426	1	-5.291679	-6.093625	5.036831	-1.174181	7.327604	0.001659	0	50.84145	6.86963	28.599697	22.302044	0.497433	0	0	453.044739	0.039764	1.092547	0	0.413187	0	0	172	1.579564	0.41065	0.310479	0.27887	0.376929	11.511344	0.386083	0.000001	0	-6.291975	0.680968	-6.205407	957.600952	4.203309	5.422585	1.899925	0.281356	0	50.84145	28.424444	7.150346	0.026808	28.594925	22.300585	52.736542	0.361972	1430.564209	0.618331	0.514709	18.603092	0	0	5.134064	0.497414	0
waypoint-09-night.png	night	9	4096.922852	-1873.821106	0.006426	1	-5.156132	-5.994659	5.242207	-0.951257	7.435611	0.001533	0.0183	50.696991	6.850084	28.772615	22.58744	0.503097	0	0	454.834534	0.033729	1.213	0	0.420593	0.92092	0	172	1.596082	0.387366	0.324828	0.287806	0.379074	10.88902	0.390274	0	0	-6.333778	0.674228	-6.239705	958.73584	4.210945	5.374039	1.856988	0.246694	0	50.71529	28.327682	7.094817	0.027577	28.772615	22.58744	53.178875	0.364582	1441.930176	0.62408	0.517907	18.708458	0	0	5.097036	0.503097	0
waypoint-09-day.png	day	9	4096.922852	-1873.821106	12.028403	13	-7.880636	-8.302438	-0.358758	-2.584903	3.3394	0.116114	0	50.760502	9.48591	28.762644	22.526564	0.501342	0	0	454.834534	0.033729	1.213	0	0.420593	0.92092	0	172	1.596082	0.387366	0.324828	0.287806	0.379074	10.88902	0.390274	0	58.69857	-7.944597	-1.230712	-8.61971	955.178528	2.314467	3.243685	1.527989	0.08153	0	50.785976	28.357981	9.539461	0.133988	28.762644	22.526564	53.249699	0.364513	1441.930176	0.62408	0.517728	18.708639	0	0	5.097036	0.501342	0
