year,day,elapsed_hours,temperature_c,precipitation_mm_h,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,soil_compaction,dust_gm2,climate_temperature_offset_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,heatwave,cold_snap,rain_burst,wind_storm
1,15,360,-10.467889785766602,0.035762414336204529,0.019559726119041443,52.516670227050781,29.93182373046875,20.771060943603516,25.842983245849609,23.472316741943359,0,0.032788582146167755,-0.73960524797439575,0.94848209619522095,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,30,720,-9.0398073196411133,0.040298346430063248,0.13620756566524506,52.515960693359375,29.93303108215332,33.757968902587891,22.756475448608398,24.377912521362305,0,0.024056283757090569,-0.76327866315841675,0.94324588775634766,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,45,1080,-6.8897647857666016,0.038216080516576767,0.021169496700167656,53.591686248779297,29.934446334838867,46.425769805908203,20.104562759399414,24.785192489624023,0,0.045711692422628403,-0.83640152215957642,0.9311034083366394,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,60,1440,-3.9654903411865234,0.035633698105812073,0.00021265547547955066,57.539264678955078,29.998203277587891,54.789257049560547,18.355173110961914,24.291776657104492,0,0.047086101025342941,-0.94967031478881836,0.91229456663131714,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,75,1800,-0.19607727229595184,0.028047623112797737,0.004183656070381403,72.356697082519531,34.423927307128906,45.430305480957031,17.833185195922852,22.675596237182617,0,0.020656842738389969,-1.081578254699707,0.89039069414138794,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,90,2160,5.4820828437805176,0.0043933652341365814,0.23382006585597992,79.590606689453125,59.558612823486328,8.3105974197387695,18.460710525512695,20.729497909545898,0,0.01500252727419138,-1.2106186151504517,0.86896288394927979,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,105,2520,9.941309928894043,3.97235453419853E-06,0.068586677312850952,77.88775634765625,61.449195861816406,0,21.696660995483398,18.943714141845703,0,0.021670304238796234,-1.3152846097946167,0.85158252716064453,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,120,2880,14.164684295654297,0,0.059202071279287338,77.679115295410156,59.888500213623047,0,26.661445617675781,17.314853668212891,0,0.013230836018919945,-1.3740696907043457,0.84182101488113403,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,135,3240,17.823429107666016,0,0.048539768904447556,77.289466857910156,58.193416595458984,0,31.566226959228516,15.921699523925781,0,0.0025832874234765768,-1.3387799263000488,0.84693354368209839,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,150,3600,20.683656692504883,0,0.038501724600791931,76.735511779785156,56.537944793701172,0,34.845695495605469,15.235326766967773,0,0.0048646684736013412,-1.1209973096847534,0.87914001941680908,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,165,3960,22.572399139404297,0,0.031629063189029694,76.029563903808594,55.011157989501953,0,36.735622406005859,15.200814247131348,0,0.0038517918437719345,-0.78499734401702881,0.9288288950920105,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,180,4320,23.292150497436523,0,0.026625311002135277,75.26800537109375,53.589042663574219,0,38.208038330078125,15.421494483947754,0,0.0014513615751639009,-0.40959161520004272,0.98434531688690186,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,195,4680,27.409006118774414,0,0.020905934274196625,74.482246398925781,52.2705078125,0,39.553215026855469,15.745302200317383,0,0.00038877234328538179,3.8073453903198242,1.0340341329574585,0.99728578329086304,1.1382597684860229,0.97423553466796875,9.4253749847412109,1,0,0,0
1,210,5040,21.370111465454102,0,0.024205993860960007,74.196083068847656,51.243045806884766,0,40.107109069824219,16.371627807617188,0,0.0014089086325839162,0.99177873134613037,1.0662407875061035,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,225,5400,17.988142013549805,0,0.028065511956810951,73.45928955078125,50.117900848388672,0,44.908512115478516,15.52927303314209,0,0.0014114672085270286,0.18138110637664795,1.0733007192611694,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,240,5760,14.268331527709961,0,0.031520381569862366,72.764541625976562,49.069057464599609,0,51.292835235595703,14.236662864685059,0,0.00040664742118678987,0.14251017570495605,1.0829073190689087,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,255,6120,10.122929573059082,0,0.034426175057888031,72.119590759277344,48.101028442382812,0,56.977996826171875,13.026494979858398,0,0.0012519301380962133,0.075833678245544434,1.0993858575820923,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,270,6480,5.0290799140930176,0,0.036588273942470551,71.611373901367188,47.195899963378906,0,60.692234039306641,11.9228515625,0,0.0042656972073018551,-0.0016244649887084961,1.1185290813446045,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,285,6840,0.93252605199813843,3.1715621844341513E-06,0.038410753011703491,71.392929077148438,46.342086791992188,0,61.749217987060547,10.91551685333252,0,0.0060740453191101551,-0.072840571403503418,1.13612961769104,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,300,7200,-2.7496592998504639,0.027338722720742226,0.053043819963932037,71.441368103027344,45.569854736328125,0.059775657951831818,61.534175872802734,10.24367618560791,0,0.00289150420576334,-0.12079089879989624,1.1479800939559937,0.99728578329086304,1.1382597684860229,2.0723745822906494,9.4253749847412109,0,0,1,0
1,315,7560,-5.8756580352783203,0.0039652837440371513,0.052014254033565521,73.005523681640625,45.544853210449219,8.2344865798950195,58.370018005371094,12.40748119354248,0,0.013418183661997318,-0.13927415013313293,1.1480000019073486,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,330,7920,-8.2348756790161133,0.022988101467490196,0.071352310478687286,73.592666625976562,45.037441253662109,10.623711585998535,52.422401428222656,17.032188415527344,0,0.058564163744449615,-0.23948147892951965,1.1146963834762573,1.059471607208252,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,345,8280,-9.8558454513549805,0.044646110385656357,0.1200358048081398,73.381546020507812,44.337699890136719,15.519495964050293,46.241634368896484,21.462074279785156,0,0.020670920610427856,-0.4086838960647583,1.0584626197814941,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0
1,360,8640,-9.697474479675293,0.052363120019435883,0.1255505234003067,73.1849365234375,43.621131896972656,22.174589157104492,40.753219604492188,24.844825744628906,0,0.016556855291128159,0.26229840517044067,0.85051929950714111,1.0027369260787964,0.97126328945159912,1.0108325481414795,9.8919343948364258,0,0,0,0
1,365,8760,-9.6048097610473633,0.01674225926399231,0.12946616113185883,73.121139526367188,43.388832092285156,24.589885711669922,39.072784423828125,25.760271072387695,0,0.023726643994450569,0.39197155833244324,0.81466186046600342,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,15,9120,-9.2500972747802734,0.024635776877403259,0.18080748617649078,72.923072814941406,42.728618621826172,34.688125610351562,34.435298919677734,27.950429916381836,0,0.043021999299526215,0.10535813868045807,0.83083754777908325,1.002350926399231,0.98308908939361572,0.99678444862365723,9.8588953018188477,0,0,0,0
2,30,9480,-7.6329889297485352,0.069790467619895935,0.21204806864261627,72.910911560058594,42.150287628173828,40.851921081542969,30.388572692871094,29.389017105102539,0,0.036347854882478714,0.31274113059043884,0.79771524667739868,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,45,9840,-5.4704751968383789,0.032218363136053085,0.047362174838781357,74.279693603515625,41.817176818847656,48.01373291015625,27.231407165527344,29.843496322631836,0,0.024158751592040062,0.21478982269763947,0.80031096935272217,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,60,10200,-2.583099365234375,0.021395714953541756,0.067559711635112762,75.971412658691406,42.396499633789062,53.32672119140625,25.577892303466797,28.818670272827148,0,0.028119085356593132,0.063061326742172241,0.80433177947998047,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,75,10560,1.0601505041122437,0.020992286503314972,0.24164968729019165,81.506744384765625,49.680419921875,36.081741333007812,25.2996826171875,26.605037689208984,0,0.036857154220342636,-0.11363512277603149,0.80901426076889038,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,90,10920,6.4814338684082031,0.00059637543745338917,0.21753180027008057,81.7783203125,64.325218200683594,4.3883533477783203,26.530967712402344,24.313993453979492,0,0.020046580582857132,-0.28649038076400757,0.8135949969291687,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,105,11280,10.673366546630859,1.9385290215723217E-05,0.078620947897434235,80.560134887695312,64.5272216796875,0,30.954280853271484,22.223474502563477,0,0.0090742586180567741,-0.42669516801834106,0.81731045246124268,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,120,11640,15.01115608215332,0,0.062367226928472519,80.044281005859375,62.907516479492188,0,36.967037200927734,20.318389892578125,0,0.013804048299789429,-0.505440354347229,0.8193972110748291,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,135,12000,18.608985900878906,0,0.047656092792749405,79.416915893554688,61.209941864013672,0,42.482551574707031,18.773908615112305,0,0.0090348077937960625,-0.48509538173675537,0.81898677349090576,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,150,12360,21.422056198120117,0,0.036897394806146622,78.566925048828125,59.615070343017578,0,45.727748870849609,18.209260940551758,0,0.0020075030624866486,-0.33591187000274658,0.81571471691131592,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,165,12720,23.22590446472168,0,0.02437603659927845,77.595939636230469,58.147823333740234,0,47.316806793212891,18.415956497192383,0,0.0015986813232302666,-0.10574823617935181,0.81066656112670898,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,180,13080,23.85145378112793,0,0.020050477236509323,76.572586059570312,56.868083953857422,0,48.487773895263672,18.856452941894531,0,0.0025181137025356293,0.151408851146698,0.80502647161483765,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,195,13440,23.223594665527344,0,0.020485179498791695,75.508102416992188,55.721431732177734,0,49.741554260253906,19.270631790161133,0,0.0014901633840054274,0.38157248497009277,0.79997831583023071,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,210,13800,21.370464324951172,0,0.020782778039574623,74.494834899902344,54.613517761230469,0,51.842262268066406,19.338354110717773,0,0.00024345918791368604,0.53075599670410156,0.79670625925064087,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,225,14160,18.438520431518555,0,0.024954603984951973,73.5740966796875,53.512081146240234,0,56.380378723144531,18.505640029907227,0,0.0010815206915140152,0.56025683879852295,0.79734599590301514,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
2,240,14520,14.789885520935059,0,0.030742136761546135,72.73785400390625,52.435417175292969,0,62.882228851318359,16.998458862304688,0,0.0014821260701864958,0.5732458233833313,0.80972570180892944,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0
