year,day,goal,target_opportunity,from_x,from_y,to_x,to_y,distance_cells,scout_radius_cells,water_need_met,biomass_need_met,water_demand_mm_cells,water_consumed_mm_cells,biomass_demand_gm2_cells,biomass_energy_consumed_gm2_cells,condition,water_mm_cells,fresh_biomass_gm2_cells,dry_biomass_gm2_cells,residue_gm2_cells,captured_sediment_kgm2_cells,chitin_kg,opportunities,actions
1,1,TrackRainFront,RainFront,160,160,158,157,3.6055512428283691,12,1,1,0.0042886543087661266,0.0042886543087661266,0.098230041563510895,0.098230041563510895,1,0.043711341917514801,0.10000000149011612,0.4662143886089325,0.038100279867649078,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil,Read:ReadFlows:12|Migrate:Move:3.60555124|Migrate:CompactTrail:0.0042210049|Transform:ConsumeBiomass:0.0982300416|Transform:ConsumeBiomass:0.0555555522|Absorb:CollectSnow:0.00999999978|Transform:MeltSnow:0.00999999978|Absorb:CaptureDust:0.0450000018
1,2,ReturnMinerals,DepositionZone,158,157,162,157,4,12,1,1,0.00419999985024333,0.00419999985024333,0.10366892069578171,0.10366892069578171,1,0.049511343240737915,0.10000000149011612,0.30698990821838379,0.077941000461578369,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.00289001199|Transform:ConsumeBiomass:0.103668921|Transform:ConsumeBiomass:0.0555555522|Absorb:CollectSnow:0.00999999978|Transform:MeltSnow:0.00999999978|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,3,GatherBiomass,DryStandingBiomass,162,157,162,157,0,12,1,1,0.0034000000450760126,0.0034000000450760126,0.083141528069972992,0.083141528069972992,1,0.046111341565847397,0.10000000149011612,0.34384837746620178,0.10454628616571426,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0831415281|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,4,ReturnMinerals,DepositionZone,162,157,166,157,4,12,1,1,0.00419999985024333,0.00419999985024333,0.10546547174453735,0.10546547174453735,1,0.04191134124994278,0.10000000149011612,0.35838291049003601,0.13829523324966431,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.00130535243|Transform:ConsumeBiomass:0.105465472|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,5,GatherBiomass,DryStandingBiomass,166,157,166,157,0,12,1,1,0.0034000000450760126,0.0034000000450760126,0.083051398396492004,0.083051398396492004,1,0.048511341214179993,0.10000000149011612,0.33977594971656799,0,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0830513984|Transform:ConsumeBiomass:0.0555555522|Absorb:CollectSnow:0.00999999978|Transform:MeltSnow:0.00999999978|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnOrganicMatter:0.171538338
1,6,ReturnMinerals,DepositionZone,166,157,170,157,4,12,1,1,0.00419999985024333,0.00419999985024333,0.10550437867641449,0.10550437867641449,1,0.044311340898275375,0.10000000149011612,0.35427156090736389,0.033761400729417801,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.00120365003|Transform:ConsumeBiomass:0.105504379|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,7,GatherBiomass,DryStandingBiomass,170,157,170,157,0,12,1,1,0.0034000000450760126,0.0034000000450760126,0.082959756255149841,0.082959756255149841,1,0.040911339223384857,0.10000000149011612,0.39131182432174683,0.06030852347612381,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0829597563|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,8,ReturnMinerals,DepositionZone,170,157,174,156,4.123105525970459,12,1,1,0.0042246212251484394,0.0042246212251484394,0.10609289258718491,0.10609289258718491,1,0.046686716377735138,0.10000000149011612,0.3496633768081665,0.10092491656541824,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4.12310553|Migrate:CompactTrail:0.00150015892|Transform:ConsumeBiomass:0.106092893|Transform:ConsumeBiomass:0.0555555522|Absorb:CollectSnow:0.00999999978|Transform:MeltSnow:0.00999999978|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
1,9,GatherBiomass,DryStandingBiomass,174,156,174,156,0,12,1,1,0.0034654010087251663,0.0034654010087251663,0.08283388614654541,0.08283388614654541,1,0.043221317231655121,0.10000000149011612,0.38682949542999268,0.12743176519870758,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0828338861|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,10,ReturnMinerals,DepositionZone,174,156,178,156,4,12,1,1,0.0043423785828053951,0.0043423785828053951,0.10526414215564728,0.10526414215564728,1,0.048878937959671021,0.10000000149011612,0.34600982069969177,0,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4|Migrate:CompactTrail:0.0012000046|Transform:ConsumeBiomass:0.105264142|Transform:ConsumeBiomass:0.0555555522|Absorb:CollectSnow:0.00999999978|Transform:MeltSnow:0.00999999978|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnOrganicMatter:0.167782947|Return:ReturnSediment:9.00000086E-05
1,11,GatherBiomass,DryStandingBiomass,178,156,178,156,0,12,1,1,0.0035772731062024832,0.0035772731062024832,0.082679882645606995,0.082679882645606995,1,0.045301664620637894,0.10000000149011612,0.38332992792129517,0.026457561179995537,4.5000004320172593E-05,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Transform:ConsumeBiomass:0.0826798826|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018
1,12,ReturnMinerals,DepositionZone,178,156,182,157,4.123105525970459,12,1,1,0.0044683427549898624,0.0044683427549898624,0.1057857871055603,0.1057857871055603,1,0.040833320468664169,0.10000000149011612,0.39754414558410645,0.060309015214443207,0,0,RainFront|Snowpack|DryStandingBiomass|DustFront|DepositionZone|OrganicPoorSoil|FrozenCorridor,Read:ReadFlows:12|Migrate:Move:4.12310553|Migrate:CompactTrail:0.00150000083|Transform:ConsumeBiomass:0.105785787|Absorb:HarvestDryBiomass:0.119999997|Absorb:CaptureDust:0.0450000018|Return:ReturnSediment:9.00000086E-05
