year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,climate_temperature_anomaly_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,severe_heat,severe_cold,severe_drought,extreme_wet,severe_wind,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,non_finite
22,97.870759374331683,24.514377060028927,24.384789103226286,5.3420395413254233E-06,19.83865810532123,-4.545150310338502E-06,-1.7662308216094971,0.96283644437789917,1.0649828910827637,0.8135066032409668,0.91460955142974854,1.0012166500091553,0,0,0,0,0,-11.696404457092285,0.040077205747365952,57.532604217529297,33.737525939941406,2.5381112098693848,29.269577026367188,23.877700805664062,0.88192671537399292,0.52685236930847168,18.429878234863281,0.00032830348936840892,1.5244252681732178,0.50703209638595581,0
23,98.089362214487039,22.940671060458627,22.722212919347658,5.3792122140795649E-06,19.838657861016692,-4.5574648240558765E-06,-0.96390563249588013,0.99730229377746582,1.0267232656478882,0.86363595724105835,0.94417405128479004,-6.4737567901611328,0,0,0,0,0,-11.490092277526855,0.04112321138381958,57.564933776855469,33.43768310546875,2.9890909194946289,28.649951934814453,24.754795074462891,0.91901874542236328,0.51569914817810059,18.403940200805664,0.00032356232986785471,1.5244252681732178,0.45138612389564514,0
24,97.183196334894745,22.505460932044226,23.411791735094884,5.4501460307458574E-06,19.838655178956689,-4.6926578294837687E-06,-1.0312058925628662,0.9686540961265564,1.0054911375045776,0.91795265674591064,0.94092035293579102,-0.65699195861816406,0,0,0,0,0,-10.192716598510742,0.03556394949555397,57.484100341796875,33.374965667724609,2.0439190864562988,30.333992004394531,24.822874069213867,0.90663939714431763,0.54601186513900757,18.386003494262695,0.00031997315818443894,1.5244252681732178,0.41519933938980103,0
25,95.755247467253355,20.5958123371048,22.023953949410789,5.5761264924355348E-06,19.838654721509666,-4.7157160898058949E-06,0.3654722273349762,1.0160804986953735,1.001489520072937,0.95167195796966553,1.1730871200561523,6.9433097839355469,0,0,0,0,0,-8.6220760345458984,0.025404453277587891,57.102878570556641,33.087795257568359,1.1331969499588013,32.814994812011719,23.438211441040039,0.93783485889434814,0.59066987037658691,18.310150146484375,0.00031837599817663431,1.5244252681732178,0.34865128993988037,0
26,92.024819967541845,11.733535232627837,15.464194153508579,5.8312351197263369E-06,19.83865532927215,-4.6850809672011207E-06,1.6716892719268799,0.8184049129486084,0.95196390151977539,0.64993375539779663,1.1786097288131714,1.2000808715820312,0,0,0,0,0,-10.039199829101562,0.036442968994379044,54.583015441894531,32.420722961425781,0.74591594934463501,35.689739227294922,22.618085861206055,0.99306386709213257,0.64241528511047363,18.203176498413086,0.00031731373746879399,1.5244252681732178,0.38736438751220703,0
27,90.142888344824314,15.422292163322636,17.304455316923121,6.0438156254156813E-06,19.838657633326946,-4.5689418456845124E-06,0.054724365472793579,0.83686739206314087,0.98404216766357422,0.61860543489456177,1.0904638767242432,3.2457683086395264,0,0,0,0,0,-10.046666145324707,0.031340673565864563,52.760654449462891,31.807109832763672,1.3011190891265869,34.746818542480469,24.931900024414062,0.93412226438522339,0.62544268369674683,18.279092788696289,0.00031872582621872425,1.5244252681732178,0.5704880952835083,0
28,90.551518403887755,18.748423356422137,18.340080741182756,6.298078916904893E-06,19.838661801069975,-4.3588608985727808E-06,-0.34262055158615112,0.9618685245513916,1.0657463073730469,0.672832190990448,1.0447710752487183,-3.798835277557373,0,0,0,0,0,-6.2195224761962891,0.0049397405236959457,52.749576568603516,31.273984909057617,1.9052045345306396,31.268512725830078,25.395172119140625,0.88876634836196899,0.56283318996429443,18.387062072753906,0.00031774866511113942,1.5244251489639282,0.92480713129043579,0
29,86.793955565802747,12.273380286493994,16.031244997589166,6.6202239090634173E-06,19.838664088509976,-4.2435592691449119E-06,2.5474934577941895,0.9488869309425354,1.2191841602325439,0.92082333564758301,0.90229111909866333,-4.0871744155883789,1,0,0,0,0,-9.6825284957885742,0.027787234634160995,50.511573791503906,30.737800598144531,1.2204653024673462,33.232254028320312,22.589599609375,0.9522559642791748,0.59818059206008911,18.288227081298828,0.00032133993227034807,1.5244251489639282,0.87675958871841431,0
30,81.127608251925551,6.7093230879747718,12.376052051705409,7.0993624801881442E-06,19.838665905334054,-4.1519796970198178E-06,-0.2731049656867981,0.4586605429649353,1.1976521015167236,0.69290667772293091,1.0042164325714111,0.64409375190734863,0,0,1,0,0,-9.6689033508300781,0.023623544722795486,46.055221557617188,30.042455673217773,0.77401882410049438,31.148880004882812,23.97352409362793,0.87907963991165161,0.56067979335784912,18.398906707763672,0.00032330199610441923,1.5244251489639282,0.4548073410987854,0
31,83.093745478484777,18.899431360059026,16.933650986948486,7.4074711348929188E-06,19.838667308334262,-4.0812594990376726E-06,0.2934080958366394,1.0163414478302002,0.97291874885559082,0.93768602609634399,0.85416793823242188,-0.70394134521484375,0,0,0,0,0,-10.047727584838867,0.030110698193311691,47.462261199951172,29.401552200317383,1.904762864112854,28.018651962280273,22.057306289672852,0.82368671894073486,0.50433570146560669,18.510644912719727,0.00032668365747667849,1.5244251489639282,0.58475112915039062,0
