year,day,elapsed_hours,region_x,region_y,temperature_c,snow_mm,surface_water_mean_mm,surface_water_max_mm,flooded_fraction,root_water_mm,water_stress_fraction,live_biomass_gm2,dust_gm2,burning_fraction,burn_scar
1,5,120,0,0,-10.65938663482666,21.318643569946289,0,0,0,56.165550231933594,0,30.318517684936523,1.2305650188480744E-15,0,0
1,5,120,1,0,-10.69908332824707,17.083057403564453,0,0,0,55.723068237304688,0,30.521373748779297,6.1811194183858387E-12,0,0
1,5,120,2,0,-10.539655685424805,15.234972953796387,0,0,0,54.868801116943359,0,30.480968475341797,1.3095044493205421E-10,0,0
1,5,120,3,0,-10.375479698181152,16.798492431640625,0,0,0,58.670379638671875,0,31.391901016235352,9.7222993544754388E-12,0,0
1,5,120,4,0,-10.422090530395508,16.357988357543945,0,0,0,58.804191589355469,0,31.506156921386719,3.3633549504502591E-12,0,0
1,5,120,5,0,-10.316642761230469,14.356686592102051,0,0,0,53.421276092529297,0,29.249252319335938,4.0506474043022767E-12,0,0
1,5,120,6,0,-10.28276252746582,13.067965507507324,0,0,0,50.935150146484375,0,27.569738388061523,3.167658843561405E-11,0,0
1,5,120,7,0,-10.151045799255371,13.376826286315918,0,0,0,52.498329162597656,0,26.772449493408203,1.5956084453705444E-08,0,0
1,5,120,0,1,-10.790491104125977,25.033002853393555,0,0,0,51.582504272460938,0,28.341056823730469,7.3093427144232948E-11,0,0
1,5,120,1,1,-11.145317077636719,11.963140487670898,0,0,0,54.156269073486328,0,25.462549209594727,3.5163961001671851E-05,0,0
1,5,120,2,1,-11.197650909423828,12.359410285949707,0,0,0,51.352825164794922,0,28.870904922485352,0.0039608092047274113,0,0
1,5,120,3,1,-11.074084281921387,12.27337646484375,0,0,0,54.717105865478516,0,29.939397811889648,0.024133292958140373,0,0
1,5,120,4,1,-11.010950088500977,10.211248397827148,0,0,0,55.557853698730469,0,28.729099273681641,0.0071492325514554977,0,0
1,5,120,5,1,-11.212667465209961,12.504714012145996,0,0,0,56.431201934814453,0,27.551595687866211,0.020677715539932251,0,0
1,5,120,6,1,-11.142576217651367,11.35480785369873,0,0,0,54.894458770751953,0,27.050060272216797,0.0098074860870838165,0,0
1,5,120,7,1,-10.626916885375977,19.268898010253906,0,0,0,54.384090423583984,0,27.907514572143555,3.2504013347534055E-07,0,0
1,5,120,0,2,-10.733317375183105,28.960737228393555,0,0,0,49.518848419189453,0,27.900693893432617,3.9206499158339625E-11,0,0
1,5,120,1,2,-11.165226936340332,10.918435096740723,0,0,0,51.765640258789062,0,25.144233703613281,2.0823364366151509E-07,0,0
1,5,120,2,2,-11.420878410339355,11.67862606048584,0,0,0,50.948223114013672,0,26.221820831298828,0.00045535832759924233,0,0
1,5,120,3,2,-11.564275741577148,12.714445114135742,0,0,0,54.190372467041016,0,26.809410095214844,0.016303516924381256,0,0
1,5,120,4,2,-11.454976081848145,11.689343452453613,0,0,0,55.680313110351562,0,27.367910385131836,0.044982261955738068,0,0
1,5,120,5,2,-11.064711570739746,10.638655662536621,0,0,0,53.948394775390625,0,28.900356292724609,0.057085737586021423,0,0
1,5,120,6,2,-10.988246917724609,9.4597282409667969,0,0,0,52.281032562255859,0,28.851797103881836,0.032855972647666931,0,0
1,5,120,7,2,-10.653531074523926,20.981861114501953,0,0,0,56.570816040039062,0,30.541830062866211,3.9713590922474395E-06,0,0
1,5,120,0,3,-10.897368431091309,31.222799301147461,0,0,0,49.008872985839844,0,25.422163009643555,1.2252243664079288E-07,0,0
1,5,120,1,3,-11.214949607849121,10.74191951751709,0,0,0,53.078662872314453,0,26.407800674438477,3.8309190131258219E-05,0,0
1,5,120,2,3,-11.042174339294434,12.825366020202637,0,0,0,55.760032653808594,0,28.819923400878906,0.00025028074742294848,0,0
1,5,120,3,3,-11.247958183288574,11.77253246307373,0,0,0,52.290115356445312,0,28.434738159179688,0.0034338149707764387,0,0
1,5,120,4,3,-11.183187484741211,8.3209743499755859,0,0,0,52.364227294921875,0,17.686752319335938,0.04223158210515976,0,0
1,5,120,5,3,-11.255227088928223,10.238034248352051,0,0,0,50.561618804931641,0,24.522790908813477,0.071514114737510681,0,0
1,5,120,6,3,-11.343693733215332,9.5028905868530273,0,0,0,50.362380981445312,0,26.78411865234375,0.039667673408985138,0,0
1,5,120,7,3,-10.833249092102051,20.248893737792969,0,0,0,54.369331359863281,0,27.510028839111328,0.00010801385360537097,0,0
1,5,120,0,4,-10.346127510070801,29.536123275756836,0,0,0,49.984710693359375,0,27.46063232421875,1.3410356514101253E-26,0,0
1,5,120,1,4,-11.027353286743164,12.135059356689453,0,0,0,56.101905822753906,0,28.817596435546875,9.3490249128080904E-05,0,0
1,5,120,2,4,-11.052721977233887,13.093538284301758,0,0,0,58.838531494140625,0,26.30354118347168,0.0012184293009340763,0,0
1,5,120,3,4,-11.350279808044434,11.090899467468262,0,0,0,48.731224060058594,0,22.607526779174805,0.014296519570052624,0,0
1,5,120,4,4,-11.228346824645996,7.7762527465820312,0,0,0,48.633159637451172,0,19.801740646362305,0.064037993550300598,0,0
1,5,120,5,4,-11.392818450927734,9.983154296875,0,0,0,45.912773132324219,0,18.010042190551758,0.044084269553422928,0,0
1,5,120,6,4,-10.965474128723145,7.3035855293273926,0,0,0,48.162517547607422,0,24.399784088134766,0.018566533923149109,0,0
1,5,120,7,4,-10.88184642791748,21.025323867797852,0,0,0,50.8367919921875,0,27.590702056884766,0.0021083590108901262,0,0
1,5,120,0,5,-10.49738597869873,26.640565872192383,0,0,0,50.521965026855469,0,28.369985580444336,0,0,0
1,5,120,1,5,-11.220625877380371,13.532180786132812,0,0,0,57.315074920654297,0,30.675758361816406,0.00010257512622047216,0,0
1,5,120,2,5,-11.227436065673828,13.480359077453613,0,0,0,58.977149963378906,0,30.605802536010742,0.0031726742163300514,0,0
1,5,120,3,5,-11.347542762756348,11.135855674743652,0,0,0,49.438297271728516,0,22.77739143371582,0.0099149122834205627,0,0
1,5,120,4,5,-11.340340614318848,9.8907947540283203,0,0,0,47.750740051269531,0,25.367753982543945,0.01938406378030777,0,0
1,5,120,5,5,-11.013306617736816,8.0233020782470703,0,0,0,47.444248199462891,0,24.084766387939453,0.012783429585397243,0,0
1,5,120,6,5,-10.983264923095703,8.8961410522460938,0,0,0,49.222122192382812,0,27.377954483032227,0.0072559835389256477,0,0
1,5,120,7,5,-10.530229568481445,17.353527069091797,0,0,0,48.169948577880859,0,27.191102981567383,1.0022830565503682E-07,0,0
1,5,120,0,6,-10.633730888366699,19.805273056030273,0,0,0,44.662498474121094,0,26.728631973266602,0,0,0
1,5,120,1,6,-11.22282886505127,12.333837509155273,0,0,0,54.483776092529297,0,29.648036956787109,1.8705013644648716E-05,0,0
1,5,120,2,6,-11.248085975646973,13.162874221801758,0,0,0,57.758029937744141,0,30.026033401489258,0.0016930266283452511,0,0
1,5,120,3,6,-11.185375213623047,11.451395988464355,0,0,0,51.799976348876953,0,27.715606689453125,0.0053418250754475594,0,0
1,5,120,4,6,-11.011621475219727,8.840550422668457,0,0,0,48.078311920166016,0,20.009065628051758,0.0046788798645138741,0,0
1,5,120,5,6,-10.992995262145996,8.6128625869750977,0,0,0,46.633316040039062,0,26.014312744140625,0.0082586295902729034,0,0
1,5,120,6,6,-10.628929138183594,6.9494409561157227,0,0,0,48.463752746582031,0,26.898586273193359,0.011039480566978455,0,0
1,5,120,7,6,-10.42857551574707,15.425196647644043,0,0,0,48.775405883789062,0,27.827795028686523,8.7325506683555432E-06,0,0
1,5,120,0,7,-10.334878921508789,14.209157943725586,0,0,0,49.085674285888672,0,27.361177444458008,0,0,0
1,5,120,1,7,-10.833211898803711,12.753827095031738,0,0,0,51.991653442382812,0,28.653163909912109,8.897518762638005E-24,0,0
1,5,120,2,7,-10.8385009765625,13.384929656982422,0,0,0,55.371292114257812,0,29.294939041137695,5.6520534780224452E-12,0,0
1,5,120,3,7,-10.623282432556152,12.419212341308594,0,0,0,54.562358856201172,0,28.64323616027832,7.3723969637451425E-12,0,0
1,5,120,4,7,-10.71306037902832,11.668878555297852,0,0,0,52.100288391113281,0,28.190340042114258,4.8995161226750295E-12,0,0
1,5,120,5,7,-10.556134223937988,10.805603981018066,0,0,0,52.301231384277344,0,29.157663345336914,2.3687067932098849E-12,0,0
1,5,120,6,7,-10.39008903503418,11.088032722473145,0,0,0,52.656684875488281,0,29.852380752563477,4.7375455324072391E-05,0,0
1,5,120,7,7,-10.049770355224609,13.052705764770508,0,0,0,55.645286560058594,0,29.895362854003906,2.4960402668361414E-12,0,0
1,10,240,0,0,-10.524819374084473,35.024120330810547,0.00017978937830775976,0.0028766300529241562,0,56.241447448730469,0,29.070430755615234,0.0020615560933947563,0,0
1,10,240,1,0,-10.564345359802246,24.400997161865234,0,0,0,55.780704498291016,0,29.264419555664062,0.0031268682796508074,0,0
1,10,240,2,0,-10.404653549194336,22.454839706420898,0.00028403499163687229,0.0045445598661899567,0,54.923896789550781,0,29.224521636962891,0.00025549854035489261,0,0
1,10,240,3,0,-10.245196342468262,23.617527008056641,0,0,0,58.745216369628906,0,30.100082397460938,4.4355634599924088E-05,0,0
1,10,240,4,0,-10.28940486907959,23.677011489868164,0,0,0,58.884426116943359,0,30.209634780883789,0.006936192512512207,0,0
1,10,240,5,0,-10.189292907714844,21.031351089477539,0.0030306805856525898,0.023087700828909874,0,53.498939514160156,0,28.042018890380859,0.0011101062409579754,0,0
1,10,240,6,0,-10.160786628723145,20.337631225585938,0.0048232469707727432,0.020286042243242264,0,51.029045104980469,0,26.422111511230469,0.0027229734696447849,0,0
1,10,240,7,0,-10.023698806762695,21.104692459106445,0.0013993678148835897,0.013163169845938683,0,52.584224700927734,0,25.662082672119141,0.0068910177797079086,0,0
1,10,240,0,1,-10.660623550415039,41.023948669433594,0.00034742977004498243,0.0034238491207361221,0,51.680858612060547,0,27.139871597290039,0.0068612177856266499,0,0
1,10,240,1,1,-10.981779098510742,12.88774585723877,0,0,0,54.224327087402344,0,21.570957183837891,0.09907928854227066,0,0
1,10,240,2,1,-11.034121513366699,13.383190155029297,0.00068659055978059769,0.0080621764063835144,0,51.418243408203125,0,27.018253326416016,0.22677040100097656,0,0
1,10,240,3,1,-10.902117729187012,12.960616111755371,0.0038345397915691137,0.018149547278881073,0,54.780414581298828,0,28.705709457397461,0.22367949783802032,0,0
1,10,240,4,1,-10.834290504455566,10.513436317443848,0.014059652574360371,0.048876158893108368,0,55.627559661865234,0,27.542499542236328,0.11613359302282333,0,0
1,10,240,5,1,-11.065099716186523,14.294812202453613,0.010568386875092983,0.045880012214183807,0,56.316688537597656,0,26.416164398193359,0.15173706412315369,0,0
1,10,240,6,1,-10.989907264709473,12.837435722351074,0.012108023278415203,0.048604309558868408,0,54.924758911132812,0,25.93358039855957,0.047871507704257965,0,0
1,10,240,7,1,-10.483572006225586,28.370521545410156,0,0,0,54.231048583984375,0,26.75715446472168,0.0010363900801166892,0,0
1,10,240,0,2,-10.610877990722656,49.911701202392578,0.0049042860046029091,0.025733223184943199,0,49.626132965087891,0,26.663990020751953,0.0028195001650601625,0,0
1,10,240,1,2,-10.980916023254395,10.99929141998291,0.014144189655780792,0.063778422772884369,0,51.843070983886719,0,22.299140930175781,0.11112090945243835,0,0
1,10,240,2,2,-11.254982948303223,12.63679313659668,0.015061707235872746,0.058919794857501984,0,50.880691528320312,0,25.039482116699219,0.31418478488922119,0,0
1,10,240,3,2,-11.389117240905762,13.602489471435547,0.015100382268428802,0.073726154863834381,0,54.224071502685547,0,25.703426361083984,0.28581413626670837,0,0
1,10,240,4,2,-11.273931503295898,11.687582969665527,0.0031360499560832977,0.019930699840188026,0,55.722991943359375,0,26.23548698425293,0.15554733574390411,0,0
1,10,240,5,2,-10.873439788818359,10.14286994934082,0.0073201684281229973,0.023546140640974045,0,54.006538391113281,0,27.703823089599609,0.10257144272327423,0,0
1,10,240,6,2,-10.791239738464355,8.9866371154785156,0.013996190391480923,0.044199615716934204,0,52.351142883300781,0,27.652900695800781,0.091729193925857544,0,0
1,10,240,7,2,-10.505558967590332,29.559518814086914,0,0,0,56.6033935546875,0,29.283023834228516,0.012529533356428146,0,0
1,10,240,0,3,-10.768069267272949,54.105846405029297,0.014420964755117893,0.052628345787525177,0,49.105720520019531,0,24.365179061889648,0.0066000940278172493,0,0
1,10,240,1,3,-11.035420417785645,10.823333740234375,0.0049958769232034683,0.021654635667800903,0,53.144401550292969,0,25.238540649414062,0.088912852108478546,0,0
1,10,240,2,3,-10.850381851196289,12.016403198242188,0.0015666796825826168,0.013744667172431946,0,55.836688995361328,0,27.424365997314453,0.20880526304244995,0,0
1,10,240,3,3,-11.060108184814453,11.392829895019531,0.0026179742999374866,0.016698328778147697,0,52.364368438720703,0,27.255819320678711,0.26712816953659058,0,0
1,10,240,4,3,-10.991975784301758,7.9733195304870605,0.00049926433712244034,0.0079882293939590454,0,52.432781219482422,0,13.950281143188477,0.34085294604301453,0,0
1,10,240,5,3,-11.074378967285156,10.305974960327148,0.0038423892110586166,0.023187573999166489,0,50.639671325683594,0,20.989068984985352,0.44725865125656128,0,0
1,10,240,6,3,-11.177339553833008,10.491415977478027,0.004779767245054245,0.028150532394647598,0,50.435260772705078,0,25.659019470214844,0.36615157127380371,0,0
1,10,240,7,3,-10.689667701721191,30.218534469604492,4.2010215111076832E-05,0.00067216344177722931,0,54.407402038574219,0,26.371990203857422,0.029813282191753387,0,0
1,10,240,0,4,-10.251500129699707,51.501674652099609,0.016303764656186104,0.04838835820555687,0,50.12359619140625,0,26.313215255737305,0.0038193443324416876,0,0
1,10,240,1,4,-10.846540451049805,12.102863311767578,0.0012429372873157263,0.0096966177225112915,0,56.168674468994141,0,26.268892288208008,0.080415092408657074,0,0
1,10,240,2,4,-10.872649192810059,12.795286178588867,0,0,0,58.903461456298828,0,20.685636520385742,0.21759358048439026,0,0
1,10,240,3,4,-11.17674732208252,11.629889488220215,0.00079083244781941175,0.0087586976587772369,0,48.800685882568359,0,20.452718734741211,0.39190784096717834,0,0
1,10,240,4,4,-11.026617050170898,7.143247127532959,0.003653290681540966,0.01970306783914566,0,48.715240478515625,0,16.937604904174805,0.50689846277236938,0,0
1,10,240,5,4,-11.230018615722656,11.095159530639648,0.0018318719230592251,0.009326394647359848,0,45.988334655761719,0,16.703807830810547,0.55189305543899536,0,0
1,10,240,6,4,-10.766331672668457,6.8337588310241699,0.028004243969917297,0.1431424617767334,0,48.258403778076172,0,23.371978759765625,0.14717304706573486,0,0
1,10,240,7,4,-10.726864814758301,33.250553131103516,0.0062676174566149712,0.067982710897922516,0,50.883068084716797,0,26.437564849853516,0.035034134984016418,0,0
1,10,240,0,5,-10.402751922607422,45.22369384765625,0.010069157928228378,0.032254535704851151,0,50.637077331542969,0,27.188819885253906,0.0080889472737908363,0,0
1,10,240,1,5,-11.053912162780762,14.448202133178711,0.0012195537565276027,0.011905506253242493,0,57.3748779296875,0,29.411796569824219,0.085611321032047272,0,0
1,10,240,2,5,-11.026501655578613,12.691584587097168,0.00090378825552761555,0.014460612088441849,0,59.036338806152344,0,28.398248672485352,0.19191056489944458,0,0
1,10,240,3,5,-11.182615280151367,11.916067123413086,0.00065734121017158031,0.00428035669028759,0,49.513595581054688,0,21.085206985473633,0.3501872718334198,0,0
1,10,240,4,5,-11.174542427062988,10.882330894470215,0.0012354645878076553,0.010498685762286186,0,47.824123382568359,0,24.298084259033203,0.39777180552482605,0,0
1,10,240,5,5,-10.814621925354004,7.9753036499023438,0.031207522377371788,0.11296528577804565,0,47.53961181640625,0,23.070796966552734,0.2383711189031601,0,0
