year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,climate_temperature_anomaly_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,severe_heat,severe_cold,severe_drought,extreme_wet,severe_wind,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,fire_intensity,burn_scar,non_finite
1,123.4273606967181,119.05187586264161,92.471400844862828,1.9000828854014452E-07,19.834488238673657,-3.0433403373236257E-07,-0.59993124008178711,0.90255343914031982,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0,0,-9.6662130355834961,0.12230563163757324,68.886428833007812,39.210948944091797,10.894268035888672,35.525920867919922,23.426456451416016,0.81725996732711792,0.63946658372879028,18.377761840820312,0.002502611605450511,1.5233174562454224,0.07876180112361908,0,5.7431883760727942E-05,0
2,121.84536021295935,93.056502844271577,94.638777213879891,1.0192687228972192E-06,19.834482082631439,-5.6060018024338231E-07,0.43707931041717529,0.74671679735183716,1.0037463903427124,0.94033801555633545,1.0475691556930542,9.9783344268798828,0,0,0,0,0,-8.2323102951049805,0.16218578815460205,68.861000061035156,41.190483093261719,7.0469651222229004,44.249622344970703,26.698905944824219,0.88233250379562378,0.79649317264556885,18.155656814575195,0.0043388423509895802,1.5233172178268433,0.11941052228212357,0,2.6466164854355156E-05,0
3,111.26800769753754,64.076208754056381,74.654119312824236,2.3401559944736344E-06,19.834483583457768,-5.8034090181785129E-07,0.9590333104133606,0.71359556913375854,0.96214854717254639,1.151714563369751,1.0317662954330444,1.3861122131347656,0,0,0,0,0,-4.036616325378418,0.12441782653331757,65.432044982910156,38.328792572021484,2.463078498840332,48.811794281005859,29.28550910949707,0.89924269914627075,0.87861227989196777,18.056629180908203,0.0056410199031233788,1.5233169794082642,0.4955887496471405,0,1.2717370736936573E-05,0
4,99.170965921133757,46.294634831181668,58.392377246023273,3.7526648206435404E-06,19.83448417019099,-4.5581521949358514E-07,5.7839756011962891,0.77621561288833618,1.0454308986663818,1.0085256099700928,1.0994127988815308,4.0551657676696777,1,0,0,0,0,-7.4595456123352051,0.052224259823560715,59.393501281738281,33.754581451416016,1.426255464553833,55.998493194580078,22.514110565185547,1.0414509773254395,1.0079728364944458,17.785060882568359,0.0067575820721685886,1.5233168601989746,0.087679244577884674,0,6.3434977164433803E-06,0
5,96.110747015103698,60.78986782388057,63.850695928462869,4.5463784348077295E-06,19.834491674322635,-1.3341854953076931E-07,1.1425231695175171,0.79255056381225586,1.0059746503829956,1.2003706693649292,0.81111901998519897,-5.0759706497192383,0,0,0,0,0,-8.7917795181274414,0.063946783542633057,54.458320617675781,31.472568511962891,5.6024227142333984,47.197963714599609,34.008724212646484,0.89901340007781982,0.84956330060958862,18.085914611816406,0.0072798840701580048,1.5233168601989746,0.10646902769804001,0,3.2054822440841235E-06,0
6,101.77751271333545,88.990173253135936,83.323993009124763,4.8641947672022597E-06,19.83450057823211,3.0487273833460605E-07,0.67243671417236328,0.7945026159286499,0.9336090087890625,1.2287269830703735,0.97322851419448853,-0.52393007278442383,0,0,0,0,0,-7.3112053871154785,0.038622193038463593,57.455379486083984,34.854648590087891,4.7024121284484863,42.414680480957031,28.358318328857422,0.86212128400802612,0.76346421241760254,18.208915710449219,0.0077109183184802532,1.5233166217803955,0.463509202003479,0,1.6915147398322006E-06,0
7,98.955858308821917,71.068648510584296,73.891037043101733,5.4709607349874201E-06,19.834506498184055,6.5238222622257389E-07,1.5286036729812622,0.81815534830093384,0.92501038312911987,1.0692309141159058,0.90733432769775391,-2.9499673843383789,0,0,0,0,0,-5.3814659118652344,0.021067783236503601,57.047203063964844,33.702705383300781,3.1731162071228027,39.883983612060547,25.589908599853516,0.89120537042617798,0.71791166067123413,18.22538948059082,0.0079933367669582367,1.5233163833618164,0.12467967718839645,0,9.1348601927165873E-07,0
8,96.841926666907966,65.186618022217772,67.301262987447444,5.9766446311308517E-06,19.834509936161339,7.622758085214787E-07,4.4619688987731934,0.93604212999343872,1.0440521240234375,1.0425615310668945,0.78853374719619751,-1.0737347602844238,1,0,0,0,0,-8.0124835968017578,0.030230395495891571,56.181659698486328,32.444900512695312,3.5418624877929688,42.745227813720703,21.272680282592773,1.0029457807540894,0.76941406726837158,18.062150955200195,0.0081652598455548286,1.5233162641525269,0.15036168694496155,0,8.3434562839102E-05,0
9,108.44890339300036,103.90817557318587,92.301913952381597,6.0929013819715446E-06,19.834515303838998,1.0566937748125024E-06,1.3911352157592773,0.97963917255401611,1.0540831089019775,1.1083544492721558,0.90668165683746338,-9.9238519668579102,0,0,0,0,0,-8.3182497024536133,0.049281865358352661,57.282169342041016,33.909267425537109,12.52705192565918,38.023685455322266,28.888208389282227,0.94552981853485107,0.68442624807357788,18.204559326171875,0.0080932406708598137,1.5233159065246582,0.61888933181762695,0,4.0223261748906225E-05,0
10,130.74583308119327,155.74669056025914,133.45039233543685,5.7639060323028311E-06,19.834519115742296,1.1994962880592059E-06,0.78083473443984985,1.0848779678344727,1.1553343534469604,1.0324153900146484,1.0690408945083618,-7.7137184143066406,0,0,0,0,0,-10.008938789367676,0.34622463583946228,64.2486572265625,41.059520721435547,20.685094833374023,38.269489288330078,28.740886688232422,0.94679462909698486,0.6888507604598999,18.198873519897461,0.0082305232062935829,1.5233151912689209,0.11128166317939758,0,1.7199736248585396E-05,0
11,172.88201859639958,330.78099977080478,288.64552534495499,4.8413070283034066E-06,19.834524490404874,1.5976573554599183E-06,-0.10266381502151489,1.5221859216690063,0.97157317399978638,1.1915740966796875,1.2897961139678955,0.63760042190551758,0,0,0,1,0,-7.5062789916992188,2.9208114147186279,77.391754150390625,63.888217926025391,23.930625915527344,37.942672729492188,29.025485992431641,0.96035933494567871,0.68296802043914795,18.191196441650391,0.0081541556864976883,1.5233120918273926,0.061326634138822556,0,6.6472312028054148E-06,0
12,151.69643300725147,110.76986005590061,131.95661801502638,5.2935421725914894E-06,19.834529135841876,1.7820534102498457E-06,1.2918494939804077,0.97341936826705933,0.93442785739898682,1.087633490562439,1.0622619390487671,0.57387399673461914,0,0,0,0,0,-8.3556747436523438,3.2202994823455811,76.009246826171875,58.649513244628906,9.1861915588378906,42.529129028320312,27.119129180908203,1.0814658403396606,0.76552432775497437,17.987539291381836,0.008110937662422657,1.5233112573623657,0.55028438568115234,0,2.4597366063972004E-06,0
13,149.2823056448251,128.17009794062756,130.58510054621547,5.4217526199752624E-06,19.834535795263946,2.1223798619927259E-06,0.38415417075157166,1.0172392129898071,1.3274095058441162,1.2876853942871094,0.93925988674163818,-3.8962314128875732,0,0,0,0,0,-8.4081659317016602,2.1762979030609131,74.261688232421875,54.335006713867188,13.868717193603516,42.718421936035156,32.495418548583984,1.0838719606399536,0.76893150806427002,17.981731414794922,0.0081983823329210281,1.523310661315918,0.073133736848831177,0,8.754513487474469E-07,0
14,154.64059738116339,150.22527383088664,144.86759429253129,5.3016987360698769E-06,19.834543243050575,2.427322703306968E-06,0.97519940137863159,1.1559661626815796,1.0029282569885254,0.99482548236846924,1.0350583791732788,-3.6106224060058594,0,0,0,0,0,-9.3561677932739258,2.6152675151824951,75.536895751953125,54.903030395507812,17.171628952026367,42.923576354980469,33.404338836669922,1.1064159870147705,0.77262437343597412,17.955503463745117,0.008192933164536953,1.5233099460601807,0.10409077256917953,0,3.1054040050548792E-07,0
15,135.60897390730679,68.099533027316284,87.131699481509486,5.4054812194472138E-06,19.834547590464354,2.710079203275922E-06,0.55166441202163696,0.60855191946029663,1.0603740215301514,0.90695929527282715,0.97653692960739136,-6.3081607818603516,0,0,1,0,0,-7.5011510848999023,1.3783780336380005,71.223136901855469,50.738861083984375,7.485720157623291,41.695899963378906,32.897270202636719,1.1111856698989868,0.75052618980407715,17.972835540771484,0.0081572774797677994,1.5233098268508911,0.40328800678253174,0,1.1257333198955166E-07,0
16,139.78530280990526,125.30218228183367,121.12666268941189,5.475750650946664E-06,19.834557504858822,3.202330328940629E-06,2.2066075801849365,1.2088291645050049,0.94136548042297363,0.79003673791885376,0.76625841856002808,-4.2360310554504395,0,0,0,0,0,-9.0398845672607422,0.82531595230102539,72.327590942382812,49.239105224609375,12.85954761505127,48.066341400146484,29.821123123168945,1.1390153169631958,0.86519414186477661,17.830348968505859,0.0081301070749759674,1.5233093500137329,0.1129428818821907,0,4.0762206054978378E-08,0
17,150.76895405724645,136.95236341008444,125.96925502861041,5.3730118897125956E-06,19.834564601071179,3.5480340857941053E-06,1.1446069478988647,1.1669951677322388,1.4348448514938354,0.78276330232620239,0.91287940740585327,-7.0677590370178223,0,0,0,0,1,-10.009227752685547,1.2062003612518311,73.384773254394531,52.669315338134766,19.111562728881836,46.302082061767578,33.663658142089844,1.1219422817230225,0.83343738317489624,17.879184722900391,0.0080953026190400124,1.5233088731765747,0.085001125931739807,0,1.4893764443968394E-08,0
18,172.11388193257153,200.84057410655805,179.49609391433319,5.0880881876718946E-06,19.834571242332458,3.859811695211641E-06,-0.36781978607177734,1.3242758512496948,0.97651195526123047,1.0611555576324463,1.0113592147827148,-6.0485343933105469,0,0,0,0,0,-11.62791633605957,2.6684091091156006,78.346168518066406,61.2760009765625,25.627840042114258,42.91558837890625,34.906661987304688,1.0980832576751709,0.7724805474281311,17.964008331298828,0.0080798054113984108,1.5233079195022583,0.36279037594795227,0,5.7530362695956683E-09,0
19,195.5877152630128,238.0957405139884,214.62254829912922,4.8557011542300013E-06,19.834578255657107,4.2081414186133269E-06,-1.9114727973937988,1.3501052856445312,0.94498550891876221,0.98045653104782104,1.2061358690261841,-8.6297569274902344,0,0,0,0,0,-11.729644775390625,5.0109829902648926,83.30340576171875,71.084175109863281,32.131732940673828,38.742050170898438,35.362003326416016,1.0548713207244873,0.69735687971115112,18.08234977722168,0.0080375727266073227,1.5233064889907837,0.052270270884037018,0,2.3742252608371928E-09,0
