year,day,elapsed_hours,region_x,region_y,temperature_c,snow_mm,surface_water_mean_mm,surface_water_max_mm,flooded_fraction,root_water_mm,water_stress_fraction,live_biomass_gm2,dust_gm2,burning_fraction,burn_scar
1,15,360,0,0,-10.313030242919922,28.583337783813477,0.0011004307307302952,0.03607984259724617,0,55.991844177246094,0,27.712287902832031,0.03030737116932869,0,0
1,15,360,1,0,-10.361939430236816,19.554636001586914,0.0012115610297769308,0.017667762935161591,0,55.752468109130859,0,28.029636383056641,0.090449422597885132,0,0
1,15,360,2,0,-10.196869850158691,18.791288375854492,0.0017135189846158028,0.021167853847146034,0,54.950405120849609,0,28.008617401123047,0.068900905549526215,0,0
1,15,360,3,0,-10.024947166442871,18.3253173828125,0.0022269785404205322,0.023811899125576019,0,58.669521331787109,0,28.821945190429688,0.024025894701480865,0,0
1,15,360,4,0,-10.067479133605957,18.853521347045898,0.0042883073911070824,0.03878503292798996,0,58.929744720458984,0,28.939804077148438,0.042524274438619614,0,0
1,15,360,5,0,-9.9591960906982422,17.0743408203125,0.0088480385020375252,0.041969921439886093,0,53.955196380615234,0,27.025144577026367,0.042094375938177109,0,0
1,15,360,6,0,-9.9176015853881836,15.371075630187988,0.015404286794364452,0.048028334975242615,0,51.139034271240234,0,25.423568725585938,0.046007979661226273,0,0
1,15,360,7,0,-9.7656841278076172,16.09031867980957,0.0099004246294498444,0.039969008415937424,0,52.794784545898438,0,24.496904373168945,0.03731096163392067,0,0
1,15,360,0,1,-10.490994453430176,31.278131484985352,0.00039396816282533109,0.0061539243906736374,0,51.615280151367188,0,25.870231628417969,0.062249213457107544,0,0
1,15,360,1,1,-10.675822257995605,12.055717468261719,0.001293509965762496,0.022046910598874092,0,54.174110412597656,0,24.577037811279297,0.38395869731903076,0,0
1,15,360,2,1,-10.740830421447754,12.757619857788086,0.0035421778447926044,0.022913986817002296,0,51.407993316650391,0,26.48383903503418,0.76775640249252319,0,0
