file	phase	waypoint	world_x_m	world_z_m	hour	macro_hour	surface_temp_c	air_temp_c	wind_x_ms	wind_z_ms	humidity_mm	precipitation_mm_h	surface_water_mm	root_water_mm	snow_mm	live_biomass_g_m2	dry_biomass_g_m2	crust_fraction	dust_g_m2	burn_fraction	Elevation	Slope	Aspect	FaultInfluence	RockHardness	DepressionStorage	Drainage	Catchments	SoilDepth	SandFraction	SiltFraction	ClayFraction	Porosity	Permeability	MineralContent	SoilCompaction	SolarRadiation	SurfaceTemperature	SoilTemperature	AirTemperature	Pressure	Wind	Humidity	CloudWater	Precipitation	SurfaceWater	RootWater	Groundwater	Snow	FrozenSoil	LiveBiomass	DryBiomass	LitterBiomass	SeedBank	SoilOrganicMatter	AvailableNitrogen	PlantNitrogen	OrganicNitrogen	FireIntensity	BurnScar	LooseSediment	SurfaceCrust	Dust	flux_HumidityTransport_per_h	flux_CloudTransport_per_h	flux_AirTemperatureTransport_per_h	flux_Condensation_per_h	flux_CloudEvaporation_per_h	flux_Rainfall_per_h	flux_Snowfall_per_h	flux_SnowMelt_per_h	flux_SnowSublimation_per_h	flux_SnowTransport_per_h	flux_SnowExport_per_h	flux_Infiltration_per_h	flux_Percolation_per_h	flux_RunoffIn_per_h	flux_RunoffOut_per_h	flux_GroundwaterTransport_per_h	flux_GroundwaterDischarge_per_h	flux_SurfaceEvaporation_per_h	flux_Transpiration_per_h	flux_PlantGrowth_per_h	flux_PlantMortality_per_h	flux_PlantNitrogenSenescence_per_h	flux_DryBiomassLodging_per_h	flux_LitterDecomposition_per_h	flux_SoilOrganicMatterRespiration_per_h	flux_NitrogenUptake_per_h	flux_NitrogenMineralization_per_h	flux_SeedBankChange_per_h	flux_WaterErosion_per_h	flux_SedimentDeposition_per_h	flux_SedimentExport_per_h	flux_SoilDepthChange_per_h	flux_DustLift_per_h	flux_DustDeposition_per_h	flux_DustTransport_per_h	flux_SurfaceCrustChange_per_h	flux_ExternalSurfaceWater_per_h	flux_SoilCompactionRecovery_per_h	flux_GiantHarvesterLiveGrazing_per_h	flux_GiantHarvesterDryGrazing_per_h	flux_GiantHarvesterTramplingLitter_per_h	flux_GiantHarvesterPlantNitrogenReturn_per_h	flux_GiantHarvesterManure_per_h	flux_GiantHarvesterDrinking_per_h	flux_GiantHarvesterSeedDispersal_per_h	flux_GiantHarvesterCrustBreakdown_per_h	flux_GiantHarvesterCompaction_per_h	flux_FireActivityChange_per_h	flux_FireLiveCombustion_per_h	flux_FireDryCombustion_per_h	flux_FireLitterCombustion_per_h	flux_FirePlantNitrogenRelease_per_h	flux_FireOrganicNitrogenRelease_per_h	flux_FireSeedBankDamage_per_h	flux_BurnScarChange_per_h	flux_ExternalIgnition_per_h	vector_Wind_x	vector_Wind_y	vector_Wind_net	vector_Wind_gross	vector_DrainageDirection_x	vector_DrainageDirection_y	vector_DrainageDirection_net	vector_DrainageDirection_gross	vector_AirTemperatureAdvection_x	vector_AirTemperatureAdvection_y	vector_AirTemperatureAdvection_net	vector_AirTemperatureAdvection_gross	vector_HumidityAdvection_x	vector_HumidityAdvection_y	vector_HumidityAdvection_net	vector_HumidityAdvection_gross	vector_CloudAdvection_x	vector_CloudAdvection_y	vector_CloudAdvection_net	vector_CloudAdvection_gross	vector_SurfaceRunoff_x	vector_SurfaceRunoff_y	vector_SurfaceRunoff_net	vector_SurfaceRunoff_gross	vector_GroundwaterFlow_x	vector_GroundwaterFlow_y	vector_GroundwaterFlow_net	vector_GroundwaterFlow_gross	vector_SnowTransport_x	vector_SnowTransport_y	vector_SnowTransport_net	vector_SnowTransport_gross	vector_SedimentTransport_x	vector_SedimentTransport_y	vector_SedimentTransport_net	vector_SedimentTransport_gross	vector_DustAdvection_x	vector_DustAdvection_y	vector_DustAdvection_net	vector_DustAdvection_gross	vector_GiantHarvesterMovement_x	vector_GiantHarvesterMovement_y	vector_GiantHarvesterMovement_net	vector_GiantHarvesterMovement_gross	vector_FireSpread_x	vector_FireSpread_y	vector_FireSpread_net	vector_FireSpread_gross
waypoint-01-night.png	night	1	32	-64	0.007703	1	-5.335322	-6.121418	5.213247	0.132125	6.909581	0.001237	0	44.571495	5.927534	26.716261	24.164194	0.495856	0	0	437.056976	0.025394	2.058607	0	0.40508	0	0	122	1.565737	0.321519	0.40445	0.27403	0.375767	9.304843	0.402127	0	0	-6.841813	0.724705	-6.564953	956.843323	4.382782	5.026019	1.575395	0.141955	0	44.571495	25.323042	6.067247	0.020085	26.716261	24.164194	53.407108	0.365924	1447.77002	0.627033	0.480893	18.801256	0	0	5.174603	0.495856	0	0.008564	0	0.011819	1.71735	0	0	0.141955	0	0.000684	-0.000473	0	0	0	0	0	0.003567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.316525	-0.753796	4.382782	4.382782	-0.707107	0.707107	1	1	-1.558569	0.272064	1.582474	1.582474	1.600787	-0.279772	1.625396	1.625396	0	0	0	0	0	0	0	0	-0.016394	0.000688	0.016452	0.018452	0.020979	0	0.020979	0.020979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-02-night.png	night	2	512.508545	-277.93631	0.007703	1	-6.055573	-6.52916	4.608332	-0.444748	6.636624	0.000781	0	44.465462	6.006789	26.792698	24.269756	0.495416	0	0	445.729309	0.011514	-2.630706	0	0.411627	0	0	122	1.582648	0.327478	0.399071	0.273451	0.375628	9.456432	0.401054	0	0	-6.905632	0.694522	-6.630715	955.53833	4.348425	4.997134	1.583607	0.114381	0	44.465462	25.267485	6.120572	0.023786	26.792698	24.269756	53.580639	0.366945	1452.210449	0.629279	0.482269	18.842293	0	0	5.141867	0.495416	0	0.017515	0	0.01008	1.697988	0	0	0.114381	0	0.000679	0.000965	0	0	0	0	0	-0.00419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.250796	-0.912606	4.348425	4.348425	-0.820824	-0.043286	1	1	-1.55015	0.332709	1.585734	1.585734	1.565261	-0.336264	1.601255	1.601255	0	0	0	0	0	0	0	0	-0.007873	-0.003667	0.009054	0.011671	0.020637	0	0.020637	0.020637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-03-night.png	night	3	1030.426514	-508.528168	0.007703	1	-5.126015	-6.07755	5.499427	-0.082844	6.926614	0.001447	0	45.200157	6.189312	27.1945	24.14171	0.492579	0	0	453.484894	0.029047	0.177327	0	0.425204	0	0	122	1.606705	0.345025	0.385374	0.269601	0.374704	9.912411	0.397896	0	0	-6.869703	0.669188	-6.627541	954.51062	4.42306	5.028451	1.582784	0.152689	0	45.200157	25.68416	6.339372	0.027083	27.1945	24.14171	53.735661	0.367857	1456.177124	0.631285	0.489501	18.87295	0	0	5.073981	0.492579	0	-0.010872	0	0.002577	1.735472	0	0	0.152689	0	0.000785	-0.00068	0	0	0	0	0	0.010493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.303547	-1.014193	4.42306	4.42306	-0.791942	-0.032692	1	1	-1.568714	0.369494	1.612234	1.612234	1.600837	-0.377621	1.645375	1.645375	0	0	0	0	0	0	0	0	-0.01576	0.000939	0.015861	0.0167	0.022565	0	0.022565	0.022565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-04-night.png	night	4	1535.4104	-733.361145	0.007703	1	-5.494789	-6.279611	5.212161	-0.299883	7.016809	0.001257	0	46.658146	6.504402	27.944565	24.000256	0.497147	0	0	467.792267	0.018093	1.404789	0	0.449029	0	0	122	1.655971	0.3716	0.35081	0.27759	0.376622	10.540843	0.393112	0	0	-6.820122	0.622154	-6.622979	952.990234	4.476896	5.111578	1.681676	0.154439	0	46.658146	26.324093	6.656646	0.033166	27.944565	24.000256	54.133221	0.370195	1466.350098	0.63643	0.503002	18.956615	0	0	4.954857	0.497147	0	-0.014661	0	0.000297	1.836115	0	0	0.154439	0	0.000886	-0.000128	0	0	0	0	0	-0.006667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.310497	-1.208452	4.476896	4.476896	-0.813581	0.450055	1	1	-1.570137	0.440154	1.630739	1.630739	1.646969	-0.461854	1.710581	1.710581	0	0	0	0	0	0	0	0	-0.01403	-0.000751	0.014357	0.017235	0.024584	0	0.024584	0.024584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-05-night.png	night	5	2047.905029	-961.538452	0.007703	1	-5.682477	-6.373106	4.972785	-0.686324	7.075145	0.001185	0	47.913807	6.704415	28.434649	23.678242	0.495214	0	0	471.368011	0.014251	-1.13132	0	0.452852	0	0	122	1.664076	0.381753	0.343002	0.275245	0.376059	10.805233	0.391284	0	0	-6.706301	0.612209	-6.556144	952.937439	4.339711	5.200185	1.76403	0.164414	0	47.913807	26.957745	6.868183	0.034672	28.434649	23.678242	54.138443	0.370226	1466.483643	0.636497	0.511824	18.949072	0	0	4.935738	0.495214	0	-0.017662	0	-0.00862	1.928444	0	0	0.164414	0	0.000851	0.001476	0	0	0	0	0	-0.021953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.169718	-1.197518	4.339711	4.339711	-0.387344	-0.839557	1	1	-1.503559	0.431959	1.564896	1.564896	1.634588	-0.469296	1.701188	1.701188	0	0	0	0	0	0	0	0	0.003387	-0.008366	0.013447	0.027662	0.022996	0	0.022996	0.022996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-06-night.png	night	6	2558.731812	-1188.973221	0.007703	1	-4.969478	-5.938618	5.616361	-0.522126	7.497614	0.001768	0	49.238396	6.798613	28.429838	22.919493	0.490876	0	0	463.138763	0.025331	-0.539985	0	0.430811	0	0	168.60849	1.618311	0.405601	0.325834	0.268565	0.374456	11.431476	0.386992	0	0	-6.504073	0.643378	-6.403947	954.465515	4.171026	5.306256	1.814278	0.206894	0	49.238396	27.688435	7.005033	0.031138	28.429838	22.919493	53.293667	0.365257	1444.867432	0.625565	0.511737	18.742685	0	0	5.045943	0.490876	0	-0.028614	0	-0.020597	2.021172	0	0	0.206894	0	0.000774	0.001902	0	0	0	0	0	-0.013678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.010746	-1.143935	4.171026	4.171026	0.771353	-0.054454	1	1	-1.412669	0.402843	1.469102	1.469102	1.61617	-0.461073	1.680788	1.680788	0	0	0	0	0	0	0	0	0.01564	-0.009474	0.01935	0.027511	0.0205	0	0.0205	0.0205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-07-night.png	night	7	3073.299438	-1418.0737	0.007703	1	-5.156104	-5.989697	5.295097	-0.514096	7.62766	0.001905	0	51.397308	6.992691	28.893049	22.142399	0.491495	0	0	456.234894	0.024962	0.750457	0	0.413279	0	0	170.218445	1.583639	0.412075	0.317814	0.270111	0.374827	11.586377	0.385826	0	0	-6.237368	0.671258	-6.188851	956.089539	4.33584	5.478849	2.018635	0.266828	0	51.397308	28.754	7.258221	0.028158	28.893049	22.142399	52.774475	0.362203	1431.582275	0.618846	0.520075	18.60745	0	0	5.133604	0.491495	0	-0.027765	-0.015564	-0.013469	2.179188	0	0	0.266828	0	0.000928	0.001691	0	0	0	0	0	-0.013656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.079109	-1.469496	4.33584	4.33584	0.656717	0.656717	1	1	-1.388587	0.500253	1.475987	1.475987	1.717793	-0.618845	1.825911	1.825911	0.023787	-0.008575	0.025286	0.025286	0	0	0	0	0.015516	0.011115	0.020178	0.029753	0.024231	0	0.024231	0.024231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-08-night.png	night	8	3583.537598	-1645.246521	0.007703	1	-5.298636	-6.098934	5.039128	-1.122538	7.315231	0.001987	0	50.841877	6.870053	28.599802	22.301863	0.49743	0	0	453.0448	0.039778	1.0926	0	0.413182	0	0	172	1.579554	0.410649	0.310484	0.278867	0.376928	11.511321	0.386083	0.000001	0	-6.291924	0.680969	-6.205367	957.600098	4.203302	5.422645	1.899965	0.281427	0	50.841877	28.42469	7.150483	0.026808	28.595068	22.300417	52.736412	0.361971	1430.561157	0.61833	0.514711	18.603062	0	0	5.13409	0.497412	0	0.019291	0.007365	0.003596	2.114578	0	0	0.281427	0	0.000805	0.001984	0	0	0	0	0	0.013553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477	0.001458	0.001846	0.000086	0.000241	0	0.000003	0.000019	0.000001	0	0	0	0	0	0	0	0	0	3.93956	-1.465422	4.203302	4.203302	0.165042	0.931637	1	1	-1.344577	0.500151	1.434593	1.434593	1.633005	-0.607472	1.742342	1.742342	0.014497	-0.005407	0.015472	0.015472	0	0	0	0	0.01005	0.016319	0.019274	0.02701	0.021513	0	0.021513	0.021513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-09-night.png	night	9	4095.64209	-1873.25	0.007703	1	-5.152673	-5.993163	5.239929	-0.981671	7.432047	0.001842	0.026974	50.698109	6.850621	28.772697	22.58666	0.503076	0	0	454.836456	0.033735	1.212737	0	0.420595	1.359163	0	172	1.596083	0.38745	0.324776	0.287774	0.379066	10.891263	0.390259	0	0	-6.333244	0.674231	-6.239625	958.732178	4.211047	5.374177	1.857166	0.246791	0	50.725082	28.360342	7.09514	0.027577	28.772697	22.58666	53.178074	0.364577	1441.909546	0.624069	0.517909	18.70826	0	0	5.097027	0.503076	0	0.016344	0.007259	0.004208	2.063715	0	0	0.246791	0	0.000799	0.000425	0	0.027183	0	0	0	0.002508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96505	-1.418126	4.211047	4.211047	0.077506	0.963796	1	1	-1.360724	0.486669	1.445145	1.445145	1.621845	-0.580095	1.722478	1.722478	0.008769	-0.003148	0.009317	0.009317	0	0	0	0	0.003959	0.02186	0.022291	0.02582	0.021482	0	0.021482	0.021482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
waypoint-09-day.png	day	9	4095.64209	-1873.25	12.006867	13	-8.070499	-8.385539	-0.404753	-2.507725	3.328547	0.109592	0	50.769718	9.485358	28.76273	22.525782	0.50132	0	0	454.836456	0.033735	1.212737	0	0.420595	1.359163	0	172	1.596083	0.38745	0.324776	0.287774	0.379066	10.891263	0.390259	0	58.692657	-7.944665	-1.230669	-8.619734	955.176208	2.314459	3.243682	1.528049	0.081546	0	50.795757	28.390442	9.540112	0.133985	28.76273	22.525782	53.248894	0.364509	1441.909546	0.62407	0.517729	18.708441	0	0	5.097027	0.50132	0	0.00086	0.001555	0.006333	0.008244	0	0	0.081546	0.026412	0	0	0	0.026412	0	0	0	0.002509	0	0	0.000194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.167106	-2.307126	2.314459	2.314459	0.077506	0.963796	1	1	0.079258	1.093768	1.097248	1.097248	-0.029881	-0.412619	0.41393	0.41393	-0.014725	-0.203197	0.203844	0.203844	0	0	0	0	0.003959	0.021858	0.022288	0.025817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
