year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,climate_temperature_anomaly_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,severe_heat,severe_cold,severe_drought,extreme_wet,severe_wind,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,fire_intensity,burn_scar,non_finite
1,101.39884573567659,21.692432285135219,17.478895709546556,1.6724946637488859E-06,19.838723674602807,-1.2534153730917624E-06,-0.59993124008178711,0.90255343914031982,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0,0,-9.6968307495117188,0.030396055430173874,61.276748657226562,33.755596160888672,2.0500483512878418,37.282093048095703,24.986003875732422,0.76207739114761353,0.6710776686668396,18.405569076538086,9.9908655101899058E-05,1.524425745010376,0.52345627546310425,0,1.1551920806596172E-06,0
