year,day,goal,from_x,from_y,to_x,to_y,distance_cells,water_mm_cells,live_gm2_cells,dry_gm2_cells,returned_matter_gm2_cells,returned_nitrogen_gm2_cells,compaction,chitin_kg
2,244,WaterSecurity,18,15,18,15,0,0,0.11999988555908203,0,0.03359999880194664,0.0017488407902419567,0,6.4145755767822266
2,245,WaterSecurity,18,15,13,15,5,0,0.11999988555908203,0,0.03359999880194664,0.001749109011143446,0.016500003635883331,0
2,246,WaterSecurity,13,15,9,11,5.6568541526794434,0,0.11999988555908203,0,0.03359999880194664,0.0017493739724159241,0.018142135813832283,0
2,247,WaterSecurity,9,11,8,8,3.1622776985168457,0,0.11999988555908203,0,0.03359999880194664,0.0017496359068900347,0.011905692517757416,0
2,248,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017498948145657778,0,0
2,249,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017501503461971879,0,0
2,250,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017504028510302305,0,0
2,251,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017506524454802275,0,0
2,252,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017508991295471787,0,0
2,253,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017511426704004407,0,0
2,254,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.001751383300870657,0,0
2,255,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017516209045425057,0,0
2,256,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017518559470772743,0,0
2,257,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017520881956443191,0,0
2,258,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017523173009976745,0,0
2,259,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017525438452139497,0,0
2,260,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017527678282931447,0,0
2,261,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017529889009892941,0,0
2,262,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017532072961330414,0,0
2,263,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017534230137243867,0,0
2,264,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017536365194246173,0,0
2,265,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.001753847231157124,0,0
2,266,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017540553817525506,0,0
2,267,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017542612040415406,0,0
2,268,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017544643487781286,0,0
2,269,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017546653980389237,0,0
2,270,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017548635369166732,0,0
2,271,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017550595803186297,0,0
2,272,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017552534118294716,0,0
2,273,WaterSecurity,8,8,8,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017554446822032332,0,0
2,274,WaterSecurity,8,8,5,7,3.1622776985168457,0,0.11999988555908203,0,0.03359999880194664,0.0017556337406858802,0.011905692517757416,0
2,275,WaterSecurity,5,7,4,10,3.1622776985168457,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017558204708620906,0.011905694380402565,0
2,276,WaterSecurity,4,10,0,12,4.4721360206604004,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017560051055625081,0.01518034003674984,0
2,277,WaterSecurity,0,12,4,16,5.6568541526794434,0,0.11999988555908203,0,0.03359999880194664,0.0017561874119564891,0.018142135813832283,0
2,278,WaterSecurity,4,16,4,11,5,0,0.11999988555908203,0,0.03359999880194664,0.0017563673900440335,0.016499999910593033,0
2,279,WaterSecurity,4,11,6,16,5.385164737701416,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017565456219017506,0.017462911084294319,0
2,280,WaterSecurity,6,16,7,19,3.1622776985168457,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017567214090377092,0.011905694380402565,0
2,281,FollowHarvester,7,19,9,24,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017568949842825532,0.01746290922164917,12
2,282,WaterSecurity,9,24,7,19,5.385164737701416,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017570665804669261,0.01746290922164917,0
2,283,FollowHarvester,7,19,9,24,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017572363140061498,0.01746290922164917,12
2,284,FollowHarvester,9,24,9,24,0,0,0.11999988555908203,0,0.03359999880194664,0.0017574039520695806,0,12
2,285,FollowHarvester,9,24,9,24,0,0,0.11999988555908203,0,0.03359999880194664,0.0017575694946572185,0,12
2,286,WaterSecurity,9,24,7,19,5.385164737701416,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017577330581843853,0.01746290922164917,0
2,287,FollowHarvester,7,19,9,24,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017578946426510811,0.01746290922164917,12
2,288,FollowHarvester,9,24,10,27,3.1622776985168457,0,0.11999988555908203,0,0.03359999880194664,0.0017580542480573058,0.011905694380402565,0
2,289,WaterSecurity,10,27,8,22,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017582121072337031,0.01746290922164917,0
2,290,WaterSecurity,8,22,7,19,3.1622776985168457,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017583678709343076,0.011905696243047714,0
2,291,FollowHarvester,7,19,9,24,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017585220048204064,0.01746290922164917,12
2,292,WaterSecurity,9,24,7,19,5.385164737701416,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017586739268153906,0.017462912946939468,0
2,293,FollowHarvester,7,19,9,24,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017588242189958692,0.01746290922164917,12
2,294,FollowHarvester,9,24,10,27,3.1622776985168457,0,0.11999988555908203,0,0.03359999880194664,0.0017589727649465203,0.01190569344907999,0
2,295,WaterSecurity,10,27,8,22,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017591193318367004,0.017462911084294319,0
2,296,WaterSecurity,8,22,7,19,3.1622776985168457,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017592645017430186,0.011905692517757416,0
2,297,FollowHarvester,7,19,9,24,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017594078090041876,0.01746290922164917,9.7729930877685547
2,298,WaterSecurity,9,24,7,19,5.385164737701416,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017595493700355291,0.01746290922164917,0
2,299,FollowHarvester,7,19,8,16,3.1622776985168457,0,0.11999988555908203,0,0.03359999880194664,0.0017596890684217215,0.011905699968338013,12
2,300,FollowHarvester,8,16,13,16,5,0,0.11999988555908203,0,0.03359999880194664,0.0017598271369934082,0.016499999910593033,0
2,301,FollowHarvester,13,16,18,16,5,0,0.11999988555908203,0,0.03359999880194664,0.0017599636921659112,0.016499996185302734,12
2,302,WaterSecurity,18,16,13,16,5,0,0.11999988555908203,0,0.03359999880194664,0.001760098384693265,0.016499999910593033,0
2,303,WaterSecurity,13,16,18,16,5,0,0.11999988555908203,0,0.03359999880194664,0.0017602314474061131,0.016499996185302734,12
2,304,WaterSecurity,18,16,13,16,5,0,0.11999988555908203,0,0.03359999880194664,0.0017603632295504212,0.016499999910593033,0
2,305,WaterSecurity,13,16,8,16,5,0,0.11999988555908203,0,0.03359999880194664,0.0017604932654649019,0.016499996185302734,12
2,306,WaterSecurity,8,16,7,19,3.1622776985168457,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017606217879801989,0.011905692517757416,0
2,307,WaterSecurity,7,19,7,19,0,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017607486806809902,0,0
2,308,WaterSecurity,7,19,7,19,0,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017608741763979197,0,0
2,309,FollowHarvester,7,19,7,14,5,0,0.11999988555908203,0,0.03359999880194664,0.0017609980423003435,0.016499999910593033,0
2,310,FollowHarvester,7,14,7,9,5,0,0.11999988555908203,0,0.03359999880194664,0.0017611203948035836,0.016499999910593033,12
2,311,WaterSecurity,7,9,4,10,3.1622776985168457,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017612414667382836,0.011905692517757416,0
2,312,FollowHarvester,4,10,6,8,2.8284270763397217,0,0.11999988555908203,0,0.03359999880194664,0.0017613607924431562,0.011071071028709412,12
2,313,FollowHarvester,6,8,6,8,0,0,0.11999988555908203,0,0.03359999880194664,0.0017614789539948106,0,5.4550437927246094
2,314,FollowHarvester,6,8,8,6,2.8284270763397217,0,0.11999988555908203,0,0.03359999880194664,0.0017615954857319593,0.011071063578128815,12
2,315,WaterSecurity,8,6,4,10,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.001761710736900568,0.018142137676477432,0
2,316,FollowHarvester,4,10,8,6,5.6568541526794434,0,0.11999988555908203,0,0.03359999880194664,0.0017618245910853148,0.018142133951187134,8.4742221832275391
2,317,FollowHarvester,8,6,8,11,5,0,0.11999988555908203,0,0.03359999880194664,0.0017619370482861996,0.016499999910593033,0
2,318,WaterSecurity,8,11,13,13,5.385164737701416,0,0.11999988555908203,0,0.03359999880194664,0.0017620481085032225,0.017462911084294319,0
2,319,WaterSecurity,13,13,9,17,5.6568541526794434,0,0.11999988555908203,0,0.03359999880194664,0.0017621581209823489,0.018142133951187134,4.7279205322265625
2,320,WaterSecurity,9,17,7,19,2.8284270763397217,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017622665036469698,0.011071071028709412,0
2,321,WaterSecurity,7,19,7,19,0,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017623736057430506,0,0
2,322,FollowHarvester,7,19,9,24,5.385164737701416,0,0,0,0.03359999880194664,0.0017624795436859131,0.01746290922164917,12
2,323,FollowHarvester,9,24,13,20,5.6568541526794434,0,0.23999977111816406,0,0.03359999880194664,0.0017624795436859131,0.018142135813832283,0
2,324,WaterSecurity,13,20,17,16,5.6568541526794434,0,0.11999988555908203,0,0.03359999880194664,0.0017626890912652016,0.018142133951187134,0
2,325,WaterSecurity,17,16,13,12,5.6568541526794434,0.027874020859599113,0.11999988555908203,0,0.03359999880194664,0.0017627909546718001,0.018142135813832283,0
2,326,WaterSecurity,13,12,9,8,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017628917703405023,0.018142135813832283,0
2,327,SeasonalOpportunity,9,8,13,12,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017629914218559861,0.018142137676477432,0
2,328,FollowHarvester,13,12,17,16,5.6568541526794434,0,0.019693374633789062,0.10030746459960938,0.03359999880194664,0.0017630900256335735,0.018142133951187134,0
2,329,FollowHarvester,17,16,20,16,3,0,0.11999988555908203,0,0.03359999880194664,0.0017572653014212847,0.011500000953674316,12
2,330,FollowHarvester,20,16,20,16,0,0,0,0.11999988555908203,0.03359999880194664,0.00175743259023875,0,12
2,331,FollowHarvester,20,16,20,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0017505130963400006,0,12
2,332,FollowHarvester,20,16,20,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0017436764901503921,0,12
2,333,WaterSecurity,20,16,17,16,3,0,0,0.11999988555908203,0.03359999880194664,0.0017369220731779933,0.011499986052513123,0
2,334,WaterSecurity,17,16,13,12,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017302484484389424,0.018142133951187134,0
2,335,FollowHarvester,13,12,17,16,5.6568541526794434,0,0,0.11999988555908203,0.03359999880194664,0.0017307399539276958,0.018142133951187134,0
2,336,WaterSecurity,17,16,13,12,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0017241407185792923,0.018142137676477432,0
2,337,FollowHarvester,13,12,18,14,5.385164737701416,0,0,0.11999988555908203,0.03359999880194664,0.0017247054493054748,0.01746290922164917,0
2,338,FollowHarvester,18,14,18,17,3,0,0,0.11999988555908203,0.03359999880194664,0.001718178391456604,0.011500000953674316,0
2,339,WaterSecurity,18,17,16,12,5.385164737701416,0.045000001788139343,0.069754600524902344,0.050245285034179688,0.03359999880194664,0.0017117299139499664,0.01746290922164917,0
2,340,FollowHarvester,16,12,20,16,5.6568541526794434,0,0,0.11999988555908203,0.03359999880194664,0.0017094771610572934,0.018142133951187134,12
2,341,FollowHarvester,20,16,20,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0017031331080943346,0,12
2,342,WaterSecurity,20,16,17,16,3,0,0,0.11999988555908203,0.03359999880194664,0.0016968651907518506,0.011500000953674316,0
2,343,WaterSecurity,17,16,13,12,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016906722448766232,0.018142133951187134,0
2,344,FollowHarvester,13,12,17,16,5.6568541526794434,0,0,0.11999988555908203,0.03359999880194664,0.0016916384920477867,0.018142133951187134,0
2,345,WaterSecurity,17,16,13,12,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016855086432769895,0.018142133951187134,0
2,346,FollowHarvester,13,12,18,14,5.385164737701416,0,0,0.11999988555908203,0.03359999880194664,0.0016865367069840431,0.01746290922164917,0
2,347,FollowHarvester,18,14,18,17,3,0,0,0.11999988555908203,0.03359999880194664,0.0016804680926725268,0.011500000953674316,0
2,348,FollowHarvester,18,17,14,21,5.6568541526794434,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016744717722758651,0.018142135813832283,0
2,349,FollowHarvester,14,21,10,25,5.6568541526794434,0,0,0.11999988555908203,0.03359999880194664,0.0016756326658651233,0.018142163753509521,12
2,350,FollowHarvester,10,25,10,25,0,0,0,0.11999988555908203,0.03359999880194664,0.0016696947859600186,0,12
2,351,FollowHarvester,10,25,10,25,0,0,0,0.11999988555908203,0.03359999880194664,0.0016638279194012284,0,6.2227516174316406
2,352,WaterSecurity,10,25,8,20,5.385164737701416,0.044123485684394836,0.11999988555908203,0,0.03359999880194664,0.0016580316005274653,0.017462911084294319,0
2,353,FollowHarvester,8,20,13,18,5.385164737701416,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016593898180872202,0.01746290922164917,0
2,354,FollowHarvester,13,18,18,16,5.385164737701416,0,0,0.11999988555908203,0.03359999880194664,0.0016607313882559538,0.01746290922164917,0.37703323364257812
2,355,FollowHarvester,18,16,18,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0016549723222851753,0,0
2,356,FollowHarvester,18,16,18,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0016492822906002402,0,0
2,357,FollowHarvester,18,16,18,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0016436605947092175,0,0
2,358,WaterSecurity,18,16,13,16,5,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016381063032895327,0.016499999910593033,0
2,359,FollowHarvester,13,16,18,16,5,0,0,0.11999988555908203,0.03359999880194664,0.0016397034050896764,0.016499996185302734,0
2,360,FollowHarvester,18,16,18,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0016341966111212969,0,0
2,361,WaterSecurity,18,16,13,16,5,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016287559410557151,0.016500003635883331,0
2,362,FollowHarvester,13,16,18,16,5,0,0,0.11999988555908203,0.03359999880194664,0.0016304650343954563,0.016499996185302734,0
2,363,FollowHarvester,18,16,18,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0016250690678134561,0,0
2,364,FollowHarvester,18,16,18,16,0,0,0,0.11999988555908203,0.03359999880194664,0.0016197379445657134,0,0
2,365,WaterSecurity,18,16,13,16,5,0.045000001788139343,0.11999988555908203,0,0.03359999880194664,0.0016144708497449756,0.016500003635883331,0
3,1,FollowHarvester,13,16,18,16,5,0,0,0.11999988555908203,0.03359999880194664,0.0016163516556844115,0.016499996185302734,12
