year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,climate_temperature_anomaly_c,climate_moisture_multiplier,climate_wind_multiplier,climate_storm_frequency,climate_storm_intensity,climate_phase_shift_days,severe_heat,severe_cold,severe_drought,extreme_wet,severe_wind,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,fire_intensity,burn_scar,non_finite
1,101.39880793374031,21.692442535077962,17.478943666330633,1.6716945793421885E-06,19.838723823428154,-1.2521359070375511E-06,-0.59993124008178711,0.90255343914031982,0.99728578329086304,1.1382597684860229,0.81245481967926025,9.4253749847412109,0,0,0,0,0,-9.6968259811401367,0.030410906299948692,61.276725769042969,33.755596160888672,2.0500082969665527,37.278450012207031,24.984329223632812,0.76207637786865234,0.67101210355758667,18.405635833740234,9.6607458544895053E-05,1.524425745010376,0.52347004413604736,0,1.1551920806596172E-06,0
