year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,non_finite
64,82.203778603160757,19.286901136808154,19.397586469650559,9.1628409171265796E-06,19.838544256500899,-5.7386730739450091E-06,-9.9935312271118164,0.028112214058637619,49.823112487792969,26.234098434448242,1.8204218149185181,27.912307739257812,21.708681106567383,0.67710518836975098,0.50242149829864502,18.659017562866211,0.00031860978924669325,1.5244247913360596,0.47211432456970215,0
65,82.121980166761205,19.359548831913706,19.441529094359723,9.1661228761963124E-06,19.838530250824988,-6.3747781623429362E-06,-9.9936075210571289,0.028146978467702866,49.811794281005859,26.213747024536133,1.778856635093689,27.912813186645508,21.706371307373047,0.67573350667953491,0.50243061780929565,18.660366058349609,0.00031863190815784037,1.52442467212677,0.46855539083480835,0
66,82.074312951713807,19.29946617394511,19.34731561954468,9.1700088499585792E-06,19.838511077947913,-7.2713364992918949E-06,-9.9938154220581055,0.028034510090947151,49.80084228515625,26.194023132324219,1.7663826942443848,27.915603637695312,21.706266403198242,0.67436516284942627,0.50248086452484131,18.661664962768555,0.00031855033012107015,1.52442467212677,0.4750906229019165,0
67,82.065484722051764,19.430846219000522,19.439852386350978,9.1698338889654879E-06,19.838490230180323,-8.2523178791094671E-06,-9.9939298629760742,0.028500868007540703,49.788043975830078,26.175075531005859,1.7891190052032471,27.912193298339844,21.703519821166992,0.67300897836685181,0.50241947174072266,18.663061141967773,0.00031864095944911242,1.52442467212677,0.4732983410358429,0
68,82.067194030787789,19.433956869150425,19.432430216913346,9.1729895392837903E-06,19.83846964213997,-9.2202074602618888E-06,-9.9941539764404297,0.027984794229269028,49.783363342285156,26.154766082763672,1.8163855075836182,27.908823013305664,21.699054718017578,0.67164444923400879,0.50235879421234131,18.664466857910156,0.00031879096059128642,1.52442467212677,0.46744710206985474,0
69,82.037673811716957,19.386213000063144,19.415912095017557,9.1737214278447585E-06,19.838445596862584,-1.0362358799417381E-05,-9.9942398071289062,0.028097927570343018,49.773990631103516,26.135896682739258,1.8155431747436523,27.907375335693359,21.698003768920898,0.67032504081726074,0.50233274698257446,18.665788650512695,0.00031855437555350363,1.52442467212677,0.47097951173782349,0
70,82.013020385522395,19.388126654800434,19.412951974814352,9.1696032497282718E-06,19.838419442158191,-1.1610836050707184E-05,-9.994196891784668,0.028272537514567375,49.769077301025391,26.117273330688477,1.8135169744491577,27.909124374389648,21.695817947387695,0.66903126239776611,0.50236421823501587,18.667024612426758,0.00031818696879781783,1.52442467212677,0.46966123580932617,0
71,82.007372292662041,19.387106843309013,19.39292697586119,9.1656995218330582E-06,19.838398483861237,-1.2597386396154906E-05,-9.9942798614501953,0.028298838064074516,49.761096954345703,26.099544525146484,1.8334381580352783,27.917354583740234,21.702482223510742,0.66771793365478516,0.50251233577728271,18.668169021606445,0.00031808522180654109,1.52442467212677,0.473004549741745,0
72,82.008891461789602,19.460759230089899,19.459409413517569,9.1596380136023328E-06,19.838384481817485,-1.3233304060054416E-05,-9.9943943023681641,0.028595663607120514,49.751979827880859,26.083879470825195,1.8587110042572021,27.91358757019043,21.701808929443359,0.66642308235168457,0.5024445652961731,18.669517517089844,0.000317963189445436,1.5244245529174805,0.47850355505943298,0
73,81.977802139390263,19.349422784785567,19.380682074073412,9.1548167668473938E-06,19.838373921252789,-1.3696037089068247E-05,-9.9945173263549805,0.028381023555994034,49.743724822998047,26.069816589355469,1.8493348360061646,27.909210205078125,21.695274353027344,0.6651490330696106,0.50236576795578003,18.670858383178711,0.00031807084451429546,1.5244245529174805,0.47138345241546631,0
74,81.965806495156144,19.436461770983005,19.448624273984461,9.1475602113224681E-06,19.838363336231559,-1.4159684497467223E-05,-9.9947233200073242,0.028195925056934357,49.732364654541016,26.056394577026367,1.8632208108901978,27.909358978271484,21.694448471069336,0.66389185190200806,0.50236845016479492,18.672103881835938,0.00031790306093171239,1.5244245529174805,0.47102653980255127,0
75,81.966226822948087,19.388962888786626,19.388709187999776,9.1406170142256829E-06,19.838350754659622,-1.4724002380696533E-05,-9.9947299957275391,0.02844550833106041,49.729522705078125,26.040681838989258,1.8815572261810303,27.906877517700195,21.691034317016602,0.6626509428024292,0.50232374668121338,18.673376083374023,0.0003179521590936929,1.5244245529174805,0.47242996096611023,0
76,81.972110312888404,19.438867970123539,19.433152622974305,9.1345228753455137E-06,19.838342106938363,-1.5090032532112961E-05,-9.9949789047241211,0.02782101184129715,49.726062774658203,26.025684356689453,1.90606689453125,27.906585693359375,21.689092636108398,0.66144430637359619,0.50231850147247314,18.674579620361328,0.00031785212922841311,1.5244245529174805,0.47023230791091919,0
