year,stored_water_mm_per_cell,input_mm_per_cell,output_mm_per_cell,water_error,nitrogen_gm2_per_cell,nitrogen_error,temperature_c,surface_water_mm,root_water_mm,groundwater_mm,snow_mm,live_biomass_gm2,dry_biomass_gm2,available_nitrogen_gm2,plant_nitrogen_gm2,organic_nitrogen_gm2,soil_compaction,soil_depth_m,dust_gm2,non_finite
77,81.953386134980249,19.365183875467338,19.384080982189918,9.1320224310533154E-06,19.838342621885239,-1.4994217134361461E-05,-9.995086669921875,0.027936529368162155,49.720859527587891,26.013002395629883,1.905305027961731,27.911466598510742,21.690130233764648,0.66026598215103149,0.50240635871887207,18.675670623779297,0.00031774086528457701,1.5244245529174805,0.47515770792961121,0
78,81.938771655913442,19.36949470514519,19.384281415342702,9.1291229235464352E-06,19.838349748160692,-1.4565157047210601E-05,-9.9951953887939453,0.028433732688426971,49.712253570556641,25.999427795410156,1.9128808975219727,27.916994094848633,21.695514678955078,0.65907043218612671,0.50250589847564697,18.676773071289062,0.00031768422923050821,1.5244245529174805,0.47205182909965515,0
79,81.946131148179987,19.45636591747607,19.449169153975379,9.1199520488382488E-06,19.838360226880759,-1.3967115919332703E-05,-9.9954404830932617,0.028145650401711464,49.707256317138672,25.987506866455078,1.9335178136825562,27.91309928894043,21.690469741821289,0.6578708291053772,0.50243574380874634,18.67805290222168,0.00031742607825435698,1.5244244337081909,0.46621036529541016,0
80,81.907492243265736,19.372882005196299,19.411677215159287,9.1075517158907019E-06,19.838368012215941,-1.3504836006714039E-05,-9.9953775405883789,0.028341496363282204,49.698699951171875,25.973875045776367,1.9080455303192139,27.908449172973633,21.685565948486328,0.65672039985656738,0.50235205888748169,18.679296493530273,0.00031718707759864628,1.5244244337081909,0.47188392281532288,0
81,81.801225760271777,19.348247060409921,19.45467546534579,9.0989539062636592E-06,19.838371679186821,-1.3250142901169978E-05,-9.9951820373535156,0.027628058567643166,49.693153381347656,25.963565826416016,1.8203886747360229,27.910148620605469,21.685085296630859,0.65555590391159058,0.50238263607025146,18.68043327331543,0.00031722249696031213,1.5244244337081909,0.47205743193626404,0
82,81.712137265922507,19.272882426684664,19.362135748298023,9.0926889278038922E-06,19.838375863023103,-1.2969397229553359E-05,-9.9949741363525391,0.02783609926700592,49.684700012207031,25.952512741088867,1.759697437286377,27.914812088012695,21.687297821044922,0.65443462133407593,0.50246655941009521,18.681474685668945,0.00031722660060040653,1.5244244337081909,0.47439053654670715,0
83,81.712740417504676,19.454680496264771,19.454243853786611,9.0865835081600395E-06,19.838386915922165,-1.234241637707601E-05,-9.9950237274169922,0.028409719467163086,49.679290771484375,25.943185806274414,1.7773593664169312,27.910842895507812,21.686229705810547,0.65329664945602417,0.5023951530456543,18.682695388793945,0.00031730678165331483,1.5244244337081909,0.47771897912025452,0
84,81.716590635152528,19.399008698717807,19.39533172667667,9.0848252901532993E-06,19.838403040971606,-1.1459774083797454E-05,-9.9951009750366211,0.028344206511974335,49.676799774169922,25.930435180664062,1.7957464456558228,27.914789199829102,21.688985824584961,0.65220493078231812,0.50246620178222656,18.683731079101562,0.00031737145036458969,1.5244244337081909,0.46939489245414734,0
85,81.704068832444023,19.40084361095127,19.413528876615455,9.0774743335963145E-06,19.838422408625483,-1.0413688296566122E-05,-9.9951686859130859,0.028352098539471626,49.676280975341797,25.915550231933594,1.7980495691299438,27.914358139038086,21.684331893920898,0.65116024017333984,0.50245839357376099,18.684803009033203,0.00031751027563586831,1.5244244337081909,0.47038063406944275,0
86,81.683115458106627,19.357675590610306,19.378796138155739,9.0726169793154487E-06,19.838439628574996,-9.4758580891240667E-06,-9.9953174591064453,0.028238600119948387,49.669921875,25.901847839355469,1.7978869676589966,27.919330596923828,21.686742782592773,0.65012305974960327,0.50254791975021362,18.685768127441406,0.00031773519003763795,1.5244244337081909,0.47307330369949341,0
87,81.691577453780923,19.395260985801286,19.386947285188654,9.057060325622366E-06,19.838450869824737,-8.839385083378748E-06,-9.9954299926757812,0.028141431510448456,49.667449951171875,25.888517379760742,1.8219853639602661,27.920877456665039,21.689325332641602,0.64907711744308472,0.50257575511932373,18.686798095703125,0.00031796455732546747,1.5244243144989014,0.4707082211971283,0
88,81.705712389945987,19.462670903605176,19.448673289816362,9.0353981701468127E-06,19.83845656245947,-8.4825904296160748E-06,-9.9956130981445312,0.027751399204134941,49.665721893310547,25.876489639282227,1.8509010076522827,27.921854019165039,21.688009262084961,0.64804166555404663,0.50259333848953247,18.687822341918945,0.00031824462348595262,1.5244243144989014,0.47372323274612427,0
89,81.692066868906835,19.357035875141154,19.370828257651009,9.0199722223920139E-06,19.838457910679281,-8.3447759288701587E-06,-9.995610237121582,0.028035581111907959,49.664798736572266,25.864156723022461,1.8504160642623901,27.93004035949707,21.692054748535156,0.64702439308166504,0.50274068117141724,18.688692092895508,0.00031820233562029898,1.5244243144989014,0.47000384330749512,0
90,81.677626898000014,19.417052781154634,19.431637702812441,9.0035370197051973E-06,19.838460580613464,-8.140341545696954E-06,-9.9955615997314453,0.028162838891148567,49.662288665771484,25.85264778137207,1.8493813276290894,27.933490753173828,21.6932373046875,0.64601081609725952,0.50280278921127319,18.689647674560547,0.00031825728365220129,1.5244243144989014,0.46507143974304199,0
91,81.688277411395688,19.395920971208543,19.385414319163829,8.98696108843476E-06,19.838469110466541,-7.6405379655126416E-06,-9.9955883026123047,0.028197156265377998,49.661911010742188,25.8402099609375,1.8733755350112915,27.933046340942383,21.694761276245117,0.64498305320739746,0.50279480218887329,18.690690994262695,0.00031834360561333597,1.5244243144989014,0.4726347029209137,0
92,81.696587883094324,19.464373484363605,19.456203046217851,8.9683599804484223E-06,19.838480713609606,-6.9858254008421429E-06,-9.9956645965576172,0.02814074419438839,49.658134460449219,25.831239700317383,1.8932889699935913,27.935388565063477,21.693841934204102,0.64397227764129639,0.50283700227737427,18.691671371459961,0.00031832870445214212,1.5244243144989014,0.4729267954826355,0
93,81.671550983544435,19.355253917785593,19.380426411963999,8.9483140259831205E-06,19.83849390964955,-6.2508231633497905E-06,-9.9957456588745117,0.028239214792847633,49.652019500732422,25.819568634033203,1.8855469226837158,27.940797805786133,21.697271347045898,0.64298242330551147,0.50293433666229248,18.692577362060547,0.00031835900153964758,1.5244243144989014,0.47315561771392822,0
94,81.671591467028477,19.424439220568456,19.424545169086485,8.9340111808253589E-06,19.838504127375781,-5.6659433632645675E-06,-9.9958095550537109,0.027875881642103195,49.649501800537109,25.809480667114258,1.8992191553115845,27.940959930419922,21.696966171264648,0.64199644327163696,0.50293725728988647,18.693571090698242,0.00031855140696279705,1.5244241952896118,0.47490581870079041,0
95,81.678511158088227,19.435188914808094,19.428413147537505,8.9186491688478038E-06,19.838510327227414,-5.283584371393002E-06,-9.995915412902832,0.027994401752948761,49.643405914306641,25.799697875976562,1.9207381010055542,27.945693969726562,21.699996948242188,0.6410297155380249,0.50302249193191528,18.6944580078125,0.00031908793607726693,1.5244241952896118,0.46673926711082458,0
96,81.684417204866179,19.384924824172632,19.379156213665556,8.9005008009854823E-06,19.838509895168244,-5.235506671238507E-06,-9.9961652755737305,0.027655558660626411,49.643672943115234,25.788885116577148,1.9345108270645142,27.944580078125,21.698244094848633,0.64006870985031128,0.50300240516662598,18.695438385009766,0.00031955528538674116,1.5244241952896118,0.46944385766983032,0
97,81.63670385072939,19.366119963109668,19.413979512418738,8.8872336648453071E-06,19.838502865731716,-5.5226422406282733E-06,-9.9959640502929688,0.028404520824551582,49.63818359375,25.780067443847656,1.8923660516738892,27.948617935180664,21.700071334838867,0.6391405463218689,0.50307512283325195,18.696287155151367,0.00032846411340869963,1.5244241952896118,0.47270870208740234,0
98,81.533350711772215,19.234674188542996,19.338164468113391,8.870264603803969E-06,19.838492935132237,-5.9530552239187907E-06,-9.9957714080810547,0.028265325352549553,49.633144378662109,25.7711181640625,1.8038092851638794,27.949411392211914,21.701450347900391,0.63821345567703247,0.50308936834335327,18.697189331054688,0.00032684081816114485,1.5244241952896118,0.46901848912239075,0
99,81.483234627768397,19.408171217553608,19.458426589109585,8.8539238115212617E-06,19.838484812416137,-6.2926195589486698E-06,-9.9958248138427734,0.027991510927677155,49.626609802246094,25.763967514038086,1.7768759727478027,27.947446823120117,21.699153900146484,0.63725566864013672,0.50305402278900146,18.698175430297852,0.00032854697201400995,1.5244241952896118,0.47048953175544739,0
100,81.480901753958321,19.407525122461376,19.409997616737673,8.8380620937517686E-06,19.83848113933578,-6.4099734511874806E-06,-9.995941162109375,0.027943450957536697,49.622486114501953,25.757415771484375,1.7889842987060547,27.950199127197266,21.698480606079102,0.6363140344619751,0.50310355424880981,18.699064254760742,0.00033404864370822906,1.5244241952896118,0.46717953681945801,0
